Comentario,Nota
"I was lying in bed a few weeks ago, tossing and turning, thinking about the ever-foggy future. I sat about for hours on end doing absolutely nothing. When I was motivated for a few moments, I would try to think about every element of my life in the hopes of finding some sort of answer, but it never arrived. Days passed following that night, and I felt as if I was going nowhere, making no progress, and still feeling as…",5.0
"Now, this is tremendous. A film that manages to strike the perfect balance between symbolism and dry humour. Full of emotional complications due to twisted relationships, uncertainty, and solitude in Benjamin's life. Not to mention that it has possibly some of the best work behind the camera I’ve ever seen. I often felt like a spectator with the use of wide shots and camera blocking. I can definitely see this being a 5/5 upon rewatch.",4.5
he’s just like me (loves milfs; is worried about their future),5.0
It's official Dustin Hoffman was born looking like a 40 year old man.,4.5
I would like to spend my summer with mrs robinson too,5.0
"I'm probably going to get into my more self-indulgent mode when I'm talking about something like this but it's necessary when I want to talk about a film like The Graduate. I once wrote in a personal diary entry that at certain points of my life where I just have absolutely nothing, I'm simply Benjamin Braddock. It feels especially reasonable as I feel I'm only living in a world where all I see are nothing but different age groups failing…",5.0
"A brilliant satire on loneliness and disillusionment. It's about that weird moment when you first become an adult and are unsure of what to do with yourself. Throughout The Graduate, this early-life crisis morphs into a fantasy but it's a hilarious and awkward journey that's enjoyable from beginning to end. I love the style and camerawork in The Graduate, with the intimate cinematography (filled with iconic moments) and fantastic music making this a totally pleasurable experience. It's lively and skilfully made, The Graduate is one hell of a likeable film.
My Top Films of the 1960s",4.5
"scavenger hunt 57
#17- watch any movie that won a best director oscar
""are you always this much afraid of being alone?""
""....yes""
gosh, no one warned me about how uncomfortable this movie is. people seriously thought this was a comedy back in the 60s? i was in agony for most of the runtime- first having to endure benjamin's overbearing parents, then having to endure benjamin drifting aimlessly from the pool to mrs. robinson's bedroom, and then having to endure…",3.0
"Are you going to Scarborough Fair? 🎪
Explore California’s #1 festival for saduates!👨🏻‍🎓
Enjoy some milf and cookies!💅🏼🍪
Take home some parsley, sage, rosemary and thyme!🌿
Check out your local guide to find us.📌",3.5
"I’ve heard from a few people that The Graduate hasn’t “aged well”. It really must suck to think that because out of all the 60s movies I’ve seen, this one feels the most timeless and relevant. Everything about it holds up, even though you are still able to feel the 1960s setting. A lot of popular 60s movies, especially those who won Best Picture, were relevant at the time. They touched on issues or held certain traits that were either…",5.0
dustin hoffman be like 🎓✈️🥳😔🚗👩🍷👙😰☎️🛎️🏨🛏️💦🏊🎶🏊🎶🏊💃😡🍔💞😭🏫🐒💘💍😨🚗⛪👰✝️🚌💕😀😐,5.0
"This is going to offend 90% of the film community but I don’t care: I didn’t like it. I didn’t hate it, but I really just didn’t like it.",2.0
I’m gay all the way but I can’t stop thinking about those flashing lady parts.,4.0
Honestly this would be a perfect film if it just had more Simon and Garfunkel.,4.5
This was (expectedly) really great. Gotta love (or hate) that whole early post-modern “aimless and proud” vibe. The camerawork was revolutionary and Mike Nichols’ direction was fantastic. One word: plastics!,4.5
the ending of this movie is literally a cultural reset.,4.0
This mf was like ⛓I’m going to humiliate you🚬🤬 in front of all this people👹🗡 but please🥺 don’t cry😔 do it for me bby😪 stop crying please🤧,4.0
"Quickly became one of my favorite soundtracks and I will be listening to it on repeat for a long time. This was brilliant. A sincere and depressed blend of drama and dry humor as a college graduate struggles with love and the inadequate feeling of not being a post-grad success. A film that transcends generations. It’s timeless in its looks at loneliness and lack of identity. Almost 60 years after its release and this films’ commentary still lands as post-grads continue to struggle with a time in their personal life of heavy transition. 
Dustin Hoffman is a revelation. He was funny and the film itself was funny but his display of pain and suffering carry more weight. His performance of this young man who’s entire world feels like its collapsing on top of him is stunning. 
In restless dreams I walked alone
Narrow streets of cobblestone
'Neath the halo of a street lamp
I turned my collar to the cold and damp
When my eyes were stabbed by the flash of a neon light
That split the night
And touched the sound of silence
Capped off with one of the greatest final sequences in any coming-of-age film. A memorable and powerful film. This was conflict, love, uncertain anxiety, and technically resounding.",4.5
this movie suggests that marriage is prison,5.0
I think Benjamin is the most awkward character I’ve ever come across,5.0
the amount of times people scream bloody murder for no reason in this film is so funny to me... like ok you’re mad there’s no reason to scream like you just found a dead body lmao,5.0
"Now you know one of the first appearances of the popular song “Hello darkness my old friend…”, yes you are right, “The Sound of Silence” by the artist called Disturbed, but the original one is by Simon & Garfunkel. You probably think this is a review of a meme, but it’s all about the soundtrack of this movie.
List of movies I watched from Amazon Prime Spain 🇪🇸 ",4.0
"This film is too good to be true. Everything about this film is PERFECT: The Direction, Editing, Acting, Music, Cinematography, and the Fucking Script!
This movie was made in the sixties, and yet it's more relevant today than most films from the eighties. The comedy is brilliantly dry and fine tuned. The story is simple, yet compelling and visually complex. And there's a crispness to the entire film, that I can't explain.
Highly, highly, highly recommended...",5.0
"Terrific directing, but everything else ages like milk. The plot plays out like a straight white man's ultimate sexual fantasy and declaration of independence, and the fact that Dustin Hoffman groped Anne Bancroft on set only makes things worse. However, Mike Nichols' golden touch proves to be the saving grace.
If viewed from a completely artistic perspective, The Graduate is for sure one of the greatest feats in cinema history. The ingenious shots, frame composition and cinematography levitate an old-fashioned story to the next level. A young Hoffman's newbie charm works perfectly here against the milf energy of Bancroft, creating abundant sexual tensions that ultimately characterize The Graduate. Also, the Simon and Garfunkel soundtrack fits this whole experience in a truly odd manner. I just wish they didn't play Scarborough Fair three times in a row.",3.5
"I'm a little worried about my future.
Some of the best editing in all of cinema.
Also, maybe the most acute rendering of the malaise and the anxiety that sets in after you've done what you're supposed to do - and what you want to do.
Having just graduated college this morning, it's honestly scary how accurate Hoffman's portrayal is.
Still a 5/5, obviously. Still in my top 20 of all time.",5.0
"“Ben, this whole idea sounds pretty half-baked.” “Oh, it’s not. It’s completely baked.""
Benjamin Braddock (Dustin Hoffman) is half-baked. He exists at that uneasy convergence of adulthood and adolescence, communicating inarticulately, careening between sullenness and exuberance. He is us at our most dangerously naïve, at that insufferable early-twenty-something phase when we believe we suffer no naïveté. Most of all, he does not want to become his parents—who does? But in his ignorance and spitefulness, he enmeshes himself in his parents’ world with Mrs. Robinson (Anne Bancroft).
Mrs. Robinson is completely baked, and then some. She is sardonic, intelligent, and world-weary. She is disappointed by the life she has made for herself, but not content to reside in her disappointment. She reaches for ephemeral distraction with Benjamin but wants more for her lovely but insipid daughter, Elaine (Katharine Ross)—certainly more than the unmoored dope with whom she’s had a summer fling.
It is the great achievement of Mike Nichols’ The Graduate that its nominal villain, Mrs. Robinson, is the only character with whom one would want to hold a conversation. The audience’s alliances are always uneasy. We root for Benjamin to break free from the shackles of his ennui and for he and Elaine to be together—but not wholeheartedly, our enthusiasm tempered by their vacuity. We are wary of Mrs. Robinson and her latent (and then patent) anger—but while she may have “seduced” Benjamin, we know she didn’t take advantage of him.
Ushering in the second “Golden Age” of Hollywood together with Bonnie and Clyde, The Graduate was an enormous hit, speaking to a generation that saw a chasm between itself and its forebears. That it was insightful enough to recognize the real-life complexity its protagonists could not grasp maintains its relevance today.",5.0
"If you feel worried, confused, and concerned about your future, this could possibly be the movie for you (or not). This film has that melancholic feel to it and it has a lot to do with Benjamin's facial expression that he does throughout the movie. His face of 1000 words and only 1 emotion: worry.
The whole idea is that Benjamin is concerned about his future and then throughout the rest of the movie, he's still worried and confused.
Only to get to the end of the movie-

* s p o i l e r a l e r t *

where he finally feels he has a reason and purpose to do something (like all of us these days) only to end up being worried about his future again. It's like, was it all worth it?
*e n d s p o i l e r *
I don't know but It's a great ending to a great movie.
Another thing I liked was how they used Simon & Garfunkel's Sound of Silence while there is literal silence going around. It's like if Ben's character mutes the outside world because he's too busy focusing on his own state of mind. Which we see at the end, Elaine does the same exact thing when they show the reactions from everyone's face. Silence everywhere..
Man, there are so many great directing decisions that were made with this film.
I mean the directing itself is definitely something to talk about. The angles, the focusing, the zoom in's, the transitions, and a whole bunch of other directing things I don't really know about. It all works so well. I just wish i knew more about it so I can talk about it more but that's okay.
Either way, it's a great film and it was my lovely girlfriend's idea for us to watch it. It was our first time seeing this and that's because i've had the Criterion copy for a while.. so I'm glad she picked this one out before it got too dusty 😬",4.5
"Benjamin: *Swings the cross in front of everyone to stay back*
Me: THE POWER OF CHRIST COMPELS YOU",3.5
"takes the framework of an antonioni movie but makes it comedic through nichols' uncommon sensitivity and dreamy episodic cascade of stifling upper-class social mores -- old hollywood chauvinism and new hollywood neuroticism being forced to occupy the same space in time. the cerulean serenity of the braddock's pool is the emotional reservoir of post-war life -- small surface variation above a shallow depth, fenced in by concrete and only given expression in reflecting the blinding shimmer of an all-night 24/7 global solarscape economy. hoffman is central to the picture and does so well as a blank-slate hyper-sensitive creepo with nothing behind his eyes except for anxiety and anger who graduates (hah) into having a purpose and a heart, but anne bancroft achieves a genuine maturity that's so often faked in the american cinema -- her knowing eyes, the way she comfortably allows hoffman to orbit her like a planet, her resolute stillness concealing a deeply bitter misery. to a contemporary viewer, it's as easy to inhabit her perspective as it is hoffman's, and nichols utilizes long and zoom lenses to allow for multiple subjectivities, not to mention the godardian musical refrains straight out of contempt, the exhausted tones of a half-transcendent simon & garfunkel.
really glad i finally saw this, its influence is etched across so many future works like american gigolo and risky business -- you can especially understand how tom cruise gets a lot of his nervous confidence from how hoffman handles things here, especially that famous running shot. the graduate is so effortlessly able to juggle worldly cynicism and a budding youthful vitality; one of the great american pictures, and further proof that the 1960s might very well be the height of cinema as an artform.",5.0
Mrs. Robinson is literally the queen of MILFs.,5.0
"i could use a milf to cope with my ""i'm a little worried about my future"" syndrome right now",3.5
"Criterion Collection Spine #800
Never has cinematography been used so brilliantly to tell the story in this American classic!
'Here's to you Mrs. Robinson!'
I first checked out The Graduate when I randomly saw on my family's DVD shelf in High School, and really enjoyed it. I can totally relate with Dustin Hoffman's character Ben's desire to do absolutely nothing after graduating from college. Too bad my Mother and fiancee were constantly badgering me to get a job with benefits.…",5.0
leave it to dustin hoffman for playing a loser,5.0
"The Graduate perfectly encapsulates and portrays the feelings of self-doubt, alienation, disenchantment and unwanted pressures and expectations for a twenty-something just out of college. Dustin Hoffman is the only person we can possibly imagine in the role of Benjamin as his imprint and superb acting makes this film a great one. Not many films of a comedic nature are so socially relevant and of such high quality that they make the A.F.I's top ten of all time. The film by…",5.0
"The Graduate is a fun ride. The story itself is nothing special, but its presentation is. The acting, editing, soundtrack, and pacing are all beautiful. The movie has of the best and most iconic endings ever. 
Ben as a character has a very exponential growth. He starts as the most awkward man alive and quickly gets more and more bold. The entire time he’s searching for something to fill a void in his life. Ben’s final lash out ends in a satisfying yet aimless moment of catharsis.",4.0
YASSSS BIG BOOTY BAD BITCHES,5.0
"It wasn’t until half way through that I totally got the tone and realized that this was an intentionally strange and hilarious movie.
I think if I watch it again I’ll appreciate it much more. 
Still, I enjoyed this",3.5
What did A$AP Rocky say…I love old b*tches that’s my fucking problem…,0.0
"Drifting. Sinking. Drowning. Mike Nichols builds ""The Graduate"" on these visual metaphors, crafting a melancholy comedy about the uncertain transition to adulthood. An observation of waning youth, an indictment of inexperience, and a dirge sung to jaded maturity, the film is spritely and solemn, hilarious and heartbreaking. A look at life, love, and their consequences, Nichols' film is rich and wonderful.
Beginning with Simon and Garfunkel's plaintive ""Sounds of Silence"" strumming in the background, ""The Graduate"" introduces us to Benjamin Braddock, fresh from college and clueless about his future. With obvious familial wealth but few prospects of his own, Braddock stumbles through an affairs, parental advice sessions, and a tangle of relationships. These stumbles and relationships inextricably tied together, Braddock is dealt lessons on love, sex, and the cyclical nature of it all.
The story is both authentic and cinematic, and it is a compelling blend of light and dark. Braddock is a memorable protagonist. As excellently portrayed by Dustin Hoffman, Braddock is gawky, unsure, and driven to let life come at him at its own pace. Anne Bancroft's performance as Mrs. Robinson is also remarkable: seasoned, knowing, and bored until her foundation is shaken by envy for what is genuine. Katharine Ross and William Daniels round out the cast with accomplished and sharp supporting roles.
Nichols' display of comic melancholy is lovely. His camera observes faces quietly but also captures the depth of landscapes. His characters are specks in the grander scheme of things, but they are deep and real in closeup. Compositions are varied, detailed, and lively; colors are sun dappled and real. Nichols employs editing that seamlessly pushes his story forward. Collapsing time and space, the editing reflects the blink-and-you-miss-it nature of endless summer.
Punctuating it all are the songs of Simon and Garfunkel. Paul Simon's words and music temper the comedy and underscore the longing of the characters. The songs reinforce tone and sell the drama. The combination of song and story is beautiful.
Narratively pleasing, aesthetically lovely, and technically rich, ""The Graduate"" is wholly appealing. Outstanding performances, direction that marries tone to deft cinematic storytelling, and a deep but gleeful authenticity, weave together a film with impact, grace, and spirit. Funny and meditative, confusing and promising, ""The Graduate"" is a lot like life.",5.0
"Poor Elaine. All the discussion about this film focuses on Ben, when it's her fate that haunts me the most. She was only guilty of falling in love with an impulsive and entitled (but charming and exciting) guy. And now she's collateral damage in his manic-pixie-dream-boy quest, doomed to the same awful life her parents lived because of one snap decision.
Everything about post-college uncertainty still stings some fifty-three years later, of course, but would it be a stretch to say this (with the benefit of hindsight, of course) feels like a swan song for Baby Boomer counterculture? Because despite being made two years before the Mansons and Nixon, that final stare into an uncertain future, soundtracked by that famous Simon and Garfunkle song, stings as brutally as anything in Inherent Vice. I know Tarantino cribbed the opening for Jackie Brown, but it now feels like Once Upon a Time in Hollywood was an attempt to earnestly make the ""happy ending"" this film is mistakenly considered to have.",4.5
"A fantastic tight knit screenplay, flat-out hilarious dry humour, and the dynamics between the characters were just simply brilliant. It’s completely original—the concept being quite like nothing I’ve seen before within the comedy genre, despite being a classic. This is now comfortably amongst my personal favourites.",5.0
"I worry about the future.
We all do. The only time we don’t is when we’re children, innocently playing with the neighbors kid some stupid ball game with rules that don’t make any sense. Growing up is terrifying, but it’s also quite beautiful. Today, it’s hard - very hard. It’s nearly impossible to not fear the idea of missing life. Theaters are closed, restaurants are closed, people lose their jobs and too-many die; life is in a shut-down. ”Life moves…",5.0
"They really overplay some of those Simon and Garfunkel songs, but the movie doesn’t waste a moment. It takes a movie like this, filled to the brim with nonstop style, experimentation and intent, to show you how carelessly most movies are made.",4.0
the greatest film i’ve seen about graduation since high school musical 3: senior year ,4.5
"modern melancholia. zappy, chirpy, youthful - at the same time angry, pessimistic, interested in the density of society. Hoffman nails it with his artificial acting, always lingering between boredom, ironical obedience and revolting. in the end the movie dwindles away a little - the editing isn't on point at times - and looks for a final image, that sticks with you: a sadly bored face or a revolutionary initiative? one, for the film history books anyway.",4.5
mrs. robinson just wanted some dick :(,5.0
"I’ll start of by saying, despite being released in 1967, The Graduate spoke to me and kept a mature sense of relatability to me as a teenager in 2021. I have dreams and ambitions yet truly lost as to where life will lead me when school ends. What doesn’t help is teachers and other figures  hammering down, how important life is with an idea of what you want to do after school. I finding having little idea with a pathway…",5.0
5 inches deep in your MOM,4.0
"my friends, just trying to watch the movie:
me: see?? he’s the scuba diver!! just like the one in his fish tank!! because he feels as trapped as a figurine in a tank on display!!!",5.0
"I have read in a lot of discussion boards that this film hasn't aged well so I was nervous going into the movie.
However, as someone who just graduated university a year ago, this film feels timeless and perfect for where I'm at in life.
From the screenplay, to the acting, to the quick editing; this film felt exciting and unique to most films about graduating and having no idea where to go from there. It's a film from the 60s that is still about moments we all experience.
Criterion Challenge
Greatest Films of All Time",4.5
obsessed with them being like hm what should be the soundtrack to milf summer.. i know its the same simon & garfunkel song 10x in a row,4.0
"Some of Dustin Hoffman’s facial expressions in this are absolutely hysterical.
A rewatch of this made me appreciate the fact that there’s some of the best shots of all time in this film. Absolutely stellar cinematography.",5.0
"The Graduate is a quirky coming-of-age where a rich kid finally realizes he has free will to choose what he wants to do next after graduating (and how scary that liberty is), has an affair with an older woman, falls in love with her daughter, and has to deal with all hell breaking loose. How will he handle it?
Benjamin is Charlie's (The Perks of Being a Wallflower) older and weirder version if you think about it, they are almost the same person during the first 30 minutes. I don't know if it's because I've just seen it a couple of days ago or something, but he also kind of reminded me of Travis Bickle from Taxi Driver. He has the same obsession to have a purpose, the indefinition of what to do next, and his fixation with the women that enter his life are quite similar across these two movies. I'm also sure Benjamin isn't 100% mentally stable, so one more comparison between them. Also, this was released first, so do with that what you will. It could be just me though.
This was the first serious movie Dustin Hoffmann starred in, and his first Oscar nomination too, which honestly I wasn't too surprised to find out about. He's slowly becoming one of my favorite actors, I really have to watch more of his work. I don't know what the Academy's parameters of evaluation were like back then, but it seems to me Katharine Ross was nominated for 'Best Actress in a Supporting Role' just because she screamed really hard a couple of times. I'm not saying she was bad in it, but I didn't see enough to justify it. 1967 must've been a weak year I guess.
The editing and cinematography were the standouts for me, and that ending alone was enough for an extra half star.",4.0
"starts off as something enjoyable and playful but then transforms into an equally enjoyable but deeply existential depiction of love and our own future goals surrounding love. the characters were all great, my fav being mrs. robinson of course but dustin hoffman is brilliant, and the ending was perfect. felt kind of masochistic watching this after finishing uni 2 weeks ago with no job prospects... but still had fun lol",4.5
"Es gibt tatsächlich noch Klassiker, die ich noch nie gesehen habe.
Umso toller, wenn er hält, was er verspricht! Was für ein wunderschöner Film.",4.5
"500th Review
“Hello darkness my old friend.”
I find it crazy that I haven’t talked about this yet when I consider it one of the 3 movies that turned me into a major cinephile. I remember watching it just over one afternoon and being left in shock by the ending. This is a masterpiece I can’t help but relate to. The utter loneliness of Benjamin is very relatable, and not knowing what to do with my life is something I’ve been facing a lot more recently. I love this movie a lot, and am happy I rewatched it.
🔙 Elvis
🔜 Minions: The Rise of Gru",5.0
"the depressed recent graduate with no fulfilling prospects, an overbearing family and listens to the same band on repeat… is this about me?",5.0
"I know, I was expecting a five-star-review, too. The truth is, I don't think The Graduate is that phenomenal. I mean, on the technical side of things, it is. There are some amazing montages and shot compositions in here. The way one scene flows to the next, skipping over the money shots ala sex scenes in favor of a scene of Hoffman floating in a pool, or just a close up of a face for a whole minute - and all that to the tunes of Simon and Garfunkel ? Yes... God, yes.
I mean, heck, the very first shot in the movie, where Hoffman stands on a moving walkway in an airport, has been copied time and time again. There are so many great and quotable lines in the film, too.
Then, what's the matter? Well, the crux of this movie hangs on a relationship that I just don't think works at all. Now, the affair with Mrs. Robinson I'm actually fine with - it might be a little far fetched (like, why does she want him specifically?) but I'm not too bothered by it. It's the relationship between Hoffman and Ross I don't buy. There seems to be no reason to me that Elaine should want to be with Ben. He's a sleazebag, and she absolutely knows it - and he doesn't treat her with any respect through-out the film. Their only connection is that they're the same age and Ben's parents expects him to be with her.
Now, there is a scene where they hang out eating burgers in his car, which is supposed to spark the connection. It's a scene where the noise and music around them drown out their voices. It's really cool, stylistically, but it hardly drives their relationship home. Also, Ben just decides he's gonna marry her - for no good reason. He's also already decided she'll marry him. First I didn't mind it, I thought it was just a character flaw - but then we see Elaine actually considering it, and I'm totally taken aback.
The Graduate started out as a sweet, slightly dysfunctional coming-of-age story, about a bewildered post-graduate rich kid just wanting to break out of the system for a moment. I think the movie devolves when it suddenly revolves around stopping a marriage and I felt no sense of why.
Three stars because I did still have a very good time with it, I think it's a prime example of visionary filmmaking, but I was plenty disappointed by the story.
Blind Spots
Chain Reaction",3.0
"A May-December affair looms over Mike Nichols’ iconic work, starring Dustin Hoffman and the great Anne Bancroft in The Graduate. While its story might seem to be outdated in today’s times, its release in 1967 broke new grounds, scandalous almost. Yet, it ushered a phenomenon in the American cinema that speaks and probes on the experiences of the younger generation during that time. Nichols’ understood this generation’s collective angst, curiosity, desperation, and resistance to the pressures of tradition. In doing so, Nichols’ elevated the thinness of the story and carved something more significant and deeper in scope.
The story relays the affair between a young college graduate and a mature woman. Dustin Hoffman who plays the graduate Benjamin Braddock, puts on a convincingly awkward performance in the first half. But Hoffman maturely calibrates Ben’s immature decisions as the film progresses. At once humorous, Ben’s life becomes more and more sad and melancholic once he dates the mature woman’s daughter. Anne Bancroft is stellar, giving depth and classiness in a role that sounds and feels predatory by nature. Katharine Ross is heartbreaking as Mrs. Robinson’s daughter as she slowly loses her innocence by falling in love with Benjamin.
I’m not sure about the repetitiveness of the Simon and Garfunkel soundtrack in the movie, but it sure was engraved on my mind while watching the film. However, there’s freshness and vitality to what Mike Nichols’ is doing in The Graduate. It’s a film that represented a generation, and regardless of its said drawbacks, it definitely stood the test of time.",4.0
they couldn’t find a younger actor to play this fresh-out-of-college kid? 🥴,4.0
"Really close to a 4 because so much of it is great but I had some issues that were big enough to make it not super great. I thought the cinematography was incredible and they used a lot of cool techniques I wouldn't expect to see in a 60s movie. I thought I wouldn't like it because of the plot, but the writing and the characters are well done, so it ended up not bothering me. I also thought the inclusion of Simon and Garfunkel was neat.
My problem is that I think they should've shown more scenes between Elaine and Ben because it just wasn't believable that she liked him too after he literally banged her mom. Their relationship seemed to feel more forced and I would've liked for it to be more developed considering how many scenes Ben shared with Mrs. Robinson. It's probably a large reason why the last act didn't seem as good to me as the first two. 
Overall, I did like it more than I expected and I totally get why it's a widely loved movie.",3.5
the film that launched a thousand indie boys,4.5
"The older you get, the more you appreciate this movie!
I remember watching this film 4 years ago, but I didn't know about Letterboxd back then. I wanted to log a review, and guess what? I decided to watch it again. 'The Graduate' is a film that never loses its charm. It remains as fresh as ever, earning its well-deserved 4.5 stars in my book.
The ending, in particular, is nothing short of extraordinary. It's the kind of ending that never fails to bring a smile to my face every time I watch it. Dustin Hoffman's performance is beyond words – he's a true legend in the world of acting, showcasing unparalleled finesse.
And let's not forget the soundtrack; it's a perfect match to the movie's mood, enhancing the overall experience. 'The Graduate' is a timeless classic that continues to captivate and deserves the highest praise.
I want to say one word to you, Benjamin. Just one word… Plastics.",4.5
Crazy how I've watched this film a couple times a year since I was thirteen and now I'm nearly Ben's age...,5.0
"O jovem americano da contra-cultura, do final dos anos 1960, carrega consigo esse espírito de incomunicabilidade que Mike Nichols capta bem com inspirações em Antonioni.
É claro que toda essa inspiração fica mais numa certa formalidade e menos no tom. A Primeira Noite de um homem, ao contrário do que costuma fazer Antonioni, vai explorar de forma mais abrangente esse ímpeto jovial pelo imediato, mas uma ausência de perspectiva de um futuro sólido. As instituições são questionadas e, ainda que flerte com o antigo, a necessidade por encontrar-se com o novo movimenta as ações do personagem, criando um destino quase imediato, onde o futuro é o próximo minuto.
O incomunicável desse jovem está na consciência de não saber o que fazer no futuro, mas se tem uma coisa que sabe é da necessidade de romper com o passado. Que se viva o imediato instante do depois.
Um filme gostoso de assistir, daqueles de ver com um sorrisinho de canto de boca.",4.0
Master shifu is in this.,5.0
"it's the simon & garfunkel spiritual equivalent to MAMMA MIA! and it's excellent!!!!!! i had far too many ""wow he is literally me"" moments because it was partially filmed at usc 🥴",4.5
"What a masterpiece. The soundtrack, the dialogue, Dustin Hoffman’s performance. One of the best films I’ve ever seen with a surreal ending. Some of the symbolisms and themes hit home aswell because I’m at a similar stage in life. 
I’m also fully aware that certain scenes were over exaggerated and Ben exudes Travis Bickle vibes but I’m here to tell you right now.... we don’t care...",5.0
