Comentario,Nota
"This was an interesting watch. It didn’t play into any of my expectations going in— something along the lines of a thriller or an intense drama. Instead, Ida Lupino offers a more psychological angle to this story, and I appreciated this approach so much more than if the film had met my original expectations. The whole thing worked for me, especially in the way it explored taboo subjects in regards to the contemporary times. Lupino is of course the key to all of this. Judging by the reviews, perhaps her execution of this film wasn't as effective to many viewers, but I dug it quite a lot.",3.5
"Prefigures Mad Men in a lot of interesting ways -- the ennui-filled businessman torn between various women who can't fulfill him. Always consuming, never sated, doomed from the start and trudging along any way he can. Neat to see this perspective arise from the period itself and not retrospectively. Ida Lupino is astounding.",3.0
"Ida Lupino and Joan Fontaine are so good in this you wish they were fighting for each other!
There are some Hays Code surprises in this movie, particularly how marriage is viewed as a transactional business scheme, but perhaps most interestingly Lupino doesn't direct this movie as a horror critique of bigamy or patriarchy. Instead there's little judgement, just how man-made laws can make love feel criminal. I like that Lupino, who's obviously starred and directed a number of noirs, doesn't turn this into a noir melodrama with murder to get rid of secrets. But most importantly, the bigamist behaves like a a big lug, incapable of explaining thoughts, and just wanting some attention, and the women are defined individuals who are not defined by being married or having a child but rather how they've managed their marriage to work for them and how that drives the simple man away. And it's not a critique. We're all supposed to have the same reaction as Dr. Jordan about the man with two wives, ""I can't figure out my feelings towards you, I despise you, and I pity you. I don't even want to shake your hand, and yet I almost wish you luck."" because he's only defined by his lack not his being. There isn't a sense that either woman would be missing out by not taking him back because he is a lack... But I dunno about that court scene other than it just being there to tell the audience that the movie has no judgement, that's up to you when you leave because Ida ain't tying it up neatly for you.",4.0
"Directed and starring English-American actress, singer, director and producer Ida Lupino, The Bigamist is raised from mere melodrama to a delicate portrayal of one man and his two marriages because of its components in characterisation. Associating here with Lupino is Joan Fontaine, Edmond O’Brien and Edmund Gwenn, and which amusingly includes several in-jokes citing Gwenn's most well-known role, portraying Kris Kringle in Miracle on 34th Street. This is a striking even-handed movie that unexpectedly stands upon an emotional neutral ground scarcely seen in Hollywood movies from this era.",4.0
Ida Lupino toying with sexual morality under the nose of the Hays Code is extremely my shit.,3.5
"A simple story of a man living a scandalous life of bigamy, The Bigamist is surprisingly ambiguous and thoughtful. It presents heartbreak and a moral crisis, but lingers on the emotions. For a film about multiple wives, it feels very lonely. The opening act is conspiratorial, as the bigamy is revealed through a ridiculously thorough investigation required to adopt a child. The Bigamist is well made and driven by definable emotions. It is not a massively complicated film, but it hits most of the right notes.",3.5
My wife would castrate me.,3.5
"Not actually about polyamory; I was kinda hoping I could pass it off as a dated look at something we have a much better understanding of now, but instead it’s just about a man whose fatal flaw is loneliness and actually has a pretty nuanced perspective on love (for the time)
Plus it’s actually quite an interesting marriage (if you’ll pardon the pun) of film noir and romance, with the traditional detective role played by an investigator at an adoption agency
Great character work—I wasn’t expecting much and actually almost went to Mary Queen of Scots instead, but the longer it went on the more invested I became
Editor's Note: I'm going back through my reviews and adding tags to them (yep, that's exactly how cool I am), and I have incredibly fond memories of this one, and I think not only because I saw it at the Brattle",4.0
"This is my first ever time watching a movie Ida Lupino directed, and I was lucky enough to see it on the big screen.
Some thoughts on seeing old movies in theaters. I love it, but I find it to be a complicated experience. I like seeing beautiful prints of the films, and being able to get fully immersed in the story as it unfolds. But I find that sometimes the audience doesn’t have the same respect for older film as me. There were a lot of people laughing during The Bigamist, and sometimes it was laughing at the movie, and not laughing with. It feels condescending. I don’t think we need to take anything too seriously, but just because a movie is old and therefore made in a different style doesn’t mean we should be laughing at it.",4.5
"Una película sobre un hombre bígamo es una película de dobles:
.Para empezar, Ida Lupino cumple dos roles: es directora y actriz.
.El primer plano es un plano general exterior de un puente dividido en dos. Marcando la doble vida de Harry Graham en dos ciudades.
.Su primera pareja, Eve Graham, es una mujer rubia presentada vestida de negro, anunciando su final trágico. Además de su esposa, es su socia.
.La oficina de Mr. Jordan tiene un mueble de dos puertas y trabaja con una señora.
.La puerta doble y giratoria de la cocina de la primera pareja es simétrica a la de la sala judicial.
.Mr. Jordan va a interrogar a dos sitios. En uno de ellos, en donde el edificio está dividido en dos por las escaleras de emergencia, interroga a dos personas: una mujer rubia y un hombre morocho, dobles de la primera pareja. A su vez, mientras hablan pasan por atrás dos personas y cuando Mr. Jordan toma el lugar de Harry Graham dos hombres están sentados detrás de él. Allí descubre su verdadero nombre: Harrison Graham.
.Sus dos nombres son: Harry Graham y Harrison Graham. Harry/son (hijo), por adoptar un hijo y por tener un hijo su doble vida colapsa.
.A partir del descubrimiento de la segunda pareja, Phyllis Martin, la película se desarrolla en dos tiempos.
.En el micro, Harrison y Phyllis están sentados en dos filas de asientos diferentes. Al cruzarse Harrison al asiento de Phyllis, cruza la línea.
.Harrison va dos veces al restaurante chino. Él la seduce a partir de su trabajo y Phyllis en su trabajo.
.Las cruces en el decorado del restaurante chino son simétricas a las de la puerta de la casa de Harrison y Eve.
.Eve es rubia y vendedora, Phyllis es morocha y camarera. Eve viste de negro al comienzo y al final, Phyllis viste de blanco al comienzo, luego de negro y de blanco al final.
.Eve tomando en broma a la amante por teléfono le vuelve en su contra al final cuando le informan la realidad por teléfono.
.Harrison y Eve cenan con dos personas a la luz de dos velas. Uno de los invitados toma dos tragos de brandy.
.Harrison tuvo con Phyllis el hijo que no pudo tener con Eve.
.El nacimiento del hijo de Harrison es simétrico a la muerte del padre de Eve.
.Una señora lo recibe y un médico lo despide en la casa donde reposa Phyllis.
.Dos detectives lo esperan a Harrison para apresarlo enfrente de su casa y dos policías se lo llevan de la sala judicial.
.The Bigamist trata de dos parejas destruidas por un mismo hombre y para simbolizar esto, el último plano es Eve en soledad.",5.0
"Starts off with a thriller-like suspense that fizzles out quickly as the title of the film gives the mystery away and leaves the audience trying to figure out why he did it rather than what he did. Although thoroughly entertaining, I found the lack of tension in the story and the lack of anxiety or distress in the bigamist himself through the flashbacks confusing.",3.5
just such a mature film even though the premise could come off as completely ridiculous and dated. both ida lupino and joan fontaine’s characters are fascinating women who never once feel only like functions of edmond o’brien’s life; they each have their own desires and aspirations and strong personalities. and as a result it is devastating and hits so much harder that either of them get mixed up with this embarrassing man and his mess!!! anyway so glad i got to see this in a theater <3,4.0
"Film School Dropouts Challenge -
Week 1 - Actor: Joan Fontaine
This is a very tasteful and empathetic treatment of the morality of its plot. It's a complicated scenario, and the film has the emotional nuance to tackle it properly. Harry Graham isn't perfect- or anything short of pathetic really- but the film understands that he isn't necessarily a monster. He's a man riddled with insecurities about women's changing role in the workplace and his own loneliness.
(Very mild spoilers here) What seals the deal of the movie still resonating today is when the two women in Harry's two lives share a glance. In most films of the time, and probably even now, the focus would be on the rivalry between the two women and a fight over the man who has been lying to them both. One look is all the two women share together in this film, and it's a look of understanding and solidarity.",3.5
"I love it when I rewatch a film and think better of it. ""The Bigamist"" is one of those rare films from 1950's Hollywood where it may look like as just another drama from the filmmaking machine, but with a director like Ida Lupino and a cast consisting of Ida Lupino (once again), Edmond O'Brien and Joan Fontaine (the leading character with less screen time seemed to me) it becomes something unique. The moral compass is completely broken and it is filled with maturity. It doesn't try to be a fight between good and evil, it puts us on the awkward position of rooting for the person that would usually be the bad guy of the reel. It does that in a very smart way and it analyzes this man and what he represents thoroughly.",3.5
"“I’m glad she means something to you. She can be hurt, just like the rest of us.”
A masterful blending between noir and melodrama, and it’s so evident that a woman is at the helm of it. There are two women with depth far beyond the ‘mysterious beautiful woman’ that’s typical in noirs, theres both a pregnancy plot and one woman is infertile, plot points that can so easily ruin a melodrama in the wrong hands, but neither character is defined by that in the slightest... it’s just so refreshing. The bigamist that the film revolves around and is named after is really just a passive observer through which these two women’s stories can be told. Ida lupino was such a unique voice in her era of Hollywood ugh. Genius. Also this poster is horrendous.",4.5
"I’m a person who cares a lot about morality, so I tend to see things in black and white when it comes to a lot of things, cheating being one of them. The Bigamist tells a really tragic story about cheating that managed to break down these walls for me, and I felt myself sympathizing with a man who cheated on his wife, which was very strange for me. The truth is, sometimes it’s not always black and white. The protagonist of this story has done a horrible thing, but that doesn’t make him a bad person.
He was living in a loveless relationship with a woman who didn’t care about him, so he searched for something else when he goes on his business trips. He planned to tell his wife before he was in too deep, but when exactly is a good time to break bad news? His wife’s father died, so he didn’t want to drop that news on her additionally to protect her, but he ended up hurting her more in the end. After he made his decision that his original marriage was over, things actually started to get better in the original marriage, which put him into a very difficult situation. One character, upon hearing his story said “I despise you, yet I pity you,” which summarizes the way I felt the entire way through.
Additionally, this was directed by a woman, so the women in this film were written with care. It touched on how this effects them, and how they are really people too. It’s sad that this is somewhat of a weird thing given its time, but that’s just the way things were, and I wouldn’t say this is necessarily a feminist film, though it has undercurrents of feminism sprinkled throughout and it made it a wonderful film.",4.0
"On the surface, The Bigamist may seem pretty straightforward--a man living a double life. However, this turned out to be so much more. At a time when Hollywood was under the critical eye of the production code, Director (and star) Ida Lupino manages to create an ambitious film that bends normality. Under the code, sexual relations outside of marriage were to be portrayed negatively, and neither the crime (bigamy) nor the criminal could elicit sympathy from the audience. Lupino manages to break all these rules. 

Harry Graham (Edmond O’Brien), out of loneliness from the absence of company during his travels as a salesmen, becomes friends with Phyllis (Lupino) after they meet on a Hollywood tours bus (I was honestly so suprised that even in 1953 people payed to drive by stars' homes). When Graham realizes that Phyllis is just as lonely as he is, he can't help but try to be a part of her life. He became her friend with the most innocent of intentions, which later turned into something more. Despite the fact that Graham has the gorgeous Joan Fontaine (playing Eva) waiting for him at home, you feel sorry for him and Phyllis. You want them to be happy and find comfort with each other, even when they decide to get married. I think that the sympathy for Graham is easy to achieve when his wife, Eva, is portrayed as such a strong and independent business woman. None of his wives' pain is ignored; however, Lupino paints the picture of a man who genuinely wanted the best for both of the women in his life and didn't wish to hurt either of them. His cowardice doesn't go unnoticed, though, when the time comes for a confession.

Despite its short run time and bare-bones storyline, Lupino manages to turn this into something bigger. She's a real trailblazer for female directors.",3.0
"Ida Lupino directs and stars in this sensitive melodrama. Edmond O'Brien is Harry Graham, the bigamist with a heart, with Lupino and Joan Fontaine playing the two women in his life.
There's a nice in-joke: Lupino's and O'Brien's characters meet on a Hollywood sightseeing bus touring the homes of the stars in Beverly Hills. The driver points out ""behind that big hedge lives a little man who was Santa Claus to the whole world, Edmund Gwenn - remember Miracle on 34th Street"". Gwenn appears in this film as Mr Jordan, an adoption investigator, whose checking into the backgrounds of O'Brien's and Fontaine's characters (because they want to adopt a child) leads to the exposure of Harry.
Watched on YouTube.",3.5
"Three main takeaways, actor-wise:
I hate Edmond O’Brien’s face; actually, I hate his entire head. It’s like a big block of cheese somebody plopped on his shoulders. It’s fine when he’s in The Wild Bunch, or The Killers, but O’Brien playing a bigamist is unrealistic on a couple levels. He went in for eight to ten kisses with Lupino, but they almost always turned into neck-brush half-hugs. Awkward!
I love Ida Lupino. I’ve enjoyed the films she‘s directed (only seen three thus far), and she has such a presence on screen. Beautiful in an understated way, confident without needing to show it off, and intelligent in a sharp but often world-weary manner.
I found out a few days ago that Joan Fontaine and Olivia de Havilland were sisters, and their rivalry caused an extended estrangement. Well, nothing against Joan Fontaine,  but I love Olivia de Havilland.  If I ever meet Joan, I’m gonna be as cold to her as Mrs. Danvers in Rebecca. (Olivia is the one that’s alive, actually-at 104!)
Solid movie! Love these tight 80-90 minute pictures, and it was mostly set in San Francisco! Added to my list of San Francisco Cinema.",4.0
"The horror score really made me think someone was legit going to die....
--------------------
A man falls in love with another woman and both have a child together, the catch the man is already married to another woman.
The performances are very good, especially by its three main leads. Everyone does a good job playing all the emotions and adding up to the suspense.
The script is very good, balancing the romance with the thrills. I wouldn't say it balances well as personally it all felt a bit misleading, especially by the score who seems to belong to a whole different movie. Also the ending was a bit disheartening but also half assed.
All in all, a nice morale story on marriages and life and the danger of lying to your partner.",3.5
"52 films by women 2020: 56/52.
Compelling little melodrama that reinforces my opinion that the underrated pleasure of watching films directed by women is seeing how they use male actors. Nothing tickled me as much as the notification I got from Mubi afterwards, though, asking me to share The Bigamist with my friends. Don't think I will actually, he seems like he's gotten around enough already",3.0
"The 52 Films Directed By Women Project
5/52
The first disappointment in what has been a thoroughly enjoyable project so far, but one that is at the very least an interesting 'failure'.
The problem with Ida Lupino's film is really the way it tells its story. I felt the flashback device that takes up in the middle three-quarters of this film wasn't really the way this film should have been done. Obviously the title gives away what Edmond O'Brien has done, but if they could have changed that and instead had the start of his relationships at the start of this film, only for Edmund Gwenn to come nosing around later on, this would have been far more effective.
Watching O'Brien juggle two relationships with no real tension in the story just makes for a rather dull experience unfortunately. I also didn't think this was O'Brien's strongest performance, which didn't help. While Lupino and Joan Fontaine sparkle in their roles, and Gwenn is a delightfully nosy old codger, O'Brien doesn't really get across the anxieties of his character, nor indeed the enjoyment he's having at being together with two of the most beautiful women in Hollywood at that time and perhaps any other. Normally a reliable actor, the complexities of this role just seem beyond him.
Also, the way the story is framed means that Gwenn is portrayed as not really having much reason to be poking around into O'Brien's affairs from the outset. What I did enjoy was the ending, which was amazingly positive and forgiving for its time and even bordered on being quite a happy one. While this is the weakest of Lupino's films as a director I have seen, this last few minutes perhaps more than anything in her better films show what a talent she was behind the camera. How she crafted, and was allowed to get away with, such an ending is beyond me. It's just a shame that what proceeds it makes it seem like an act of closing the stable door after the horse has bolted.",2.5
Where's the sequel where Joan Fontaine and Ida Lupino go all John Tucker Must Die on his ass?,3.5
