Comentario,Nota
"Screw it, decided to watch this again in the context of Stanwyck and MacMurray. Also as i have found out there were four films, as they appeared in a Western together called the Moonlighters, my bad. Also, they play ex-lovers, so I will need to find that.
OK to get this out of the way, this is my 2nd fav Sirk, Tarnished Angels is the fav. Sirk, I find to be a very mid director with flashes of brilliance. 6…",4.5
"incredibly moving film about being stuck in a rut or never having a rut to be stuck in. it lacks all judgement, no one is a bad person - Sirk understands these people and their impulses enough to let them lie in ambiguity.
MacMurray and his percolating desire is terrific, but Stanwyck steals it. she's so subtly vulnerable, meticulously shedding layers to reveal a deep sorrow.",4.5
"“The movie was so young and romantic I kept wanting a shoulder to lean my head on”
Love is reckless and I don’t even know if it’s good. The older you get the more you unlearn your recklessness and I don’t know if that’s good either. I do know that there are far worse things than having a family to come home to or a successful career to fall back on, even when the loneliness feels unbearable. I’ll probably still keep your picture, so long.",3.5
"Sameness and loneliness: MacMurray's dissatisfied Cliff feels heavily the burdens of a 20-year stint in the role of patriarch in his household that makes him feel increasingly unappreciated and alone. Right on cue, old flame Norma comes forth as a welcome blast from the past albeit alone and pining in her own right, finding success in her own life but tethered to Cliff in a timeless manner they're both acutely reminded of. As Norma's clarity of vision regarding Cliff's mistreatment clashes with the realization that she stands to potentially knock it all down, what comes to light is how true desire is both unending and harmful to what it obfuscates. There's no time like the new present but the past, sadly, must return to where it was despite how emotional desperation ingrains itself in our every fiber to force the hands of an initially appealing lapse in judgement.",4.0
"""Love is a very reckless thing. Maybe it isn't even a good thing. When you're young and in love, nothing matters except your own satisfaction. The tragic thing about growing older is that you can't be quite as reckless anymore.""
It's astounding how a film as well-written and well-directed as Douglas Sirk's There's Always Tomorrow can be so overlooked and underappreciated, when in fact it should rank right next to the most acclaimed of Sirk's classic works.
The reasons for this are likely the obvious aspects that define its distinction from Sirk's more famous films: it is filmed in black & white rather than the glorious technicolor (though it still looks gorgeous!), and it is by far not as pulpy and exaggeratedly fancy as some of his other works. In fact, Sirk makes a point of depicting the American Dream not quite as dream-like as it might theoretically appear to be, and establishing the idea that even the most idyllic, picturesque of familial and occupational success can render unhappiness. In this case, it's the husband and father figure who feels suffocated by the boring and repetitive routine of his domestic life and seeks adventure and, more importantly, some variation from the imprisonment that he perceives his life to be.
As Barbara Stanwyck says, ""love is a very reckless thing, maybe it isn't even a good thing"", especially when you have reached an age when ""a birthday is only a time to turn all mirrors to the wall"". It's not used as an excuse to justify cheating, but rather as an opportunity to reveal the lengths people will go to escape the mundanity of their ever-repeating routines. Sirk also shines a light on the main character's three children, who fear the influence of their father's affair and want to return to their blissful, happy life that might have been repetitive, but lacked the turmoil that is now invading their family.
Sirk impressed me heavily with this film. It's only eighty minutes long, but still feels like a family epic that tells a story most other directors would have stretched out to more than two hours, yet it also never feels rushed or too fast-paced. Even the secondary characters are strong and intimately developed; the screenplay grants a look into the feelings, fears and longings of every character. It's all a compilation of extraordinary performances too, even though it should have been expected that not even Fred MacMurray and Joan Bennett could have taken the spotlight away from Barbara Stanwyck, who as usual steals every scene she is a part of with an emotional and heartwrenching performance. The accompanying score is great as well, in addition to the cinematography which perfectly captures the idyllic suburbs of Los Angeles. In its essence, it's one of those rare films that gave me an instant urge to start right at the beginning again after the ending credits began to roll, and experience it all again.
1955 Ranked
Douglas Sirk's Films Ranked
Featured in: Great Movies",4.5
"Douglas Sirk tries to dissuade us from having children, #37.
An incisive, if not exactly subtle study of conformity and the American Dream - the director's pet theme - with successful, married father-of-three Fred MacMurray growing tired of his stifling life, and seeking escape with old flame Barbara Stanwyck.
It's brilliantly directed and sensitively played: the ultimate showdown between MacMurray's eldest kids and his mistress providing both dramatic fireworks and rhetorical resonance. His other child, Frankie, is basically the worst person in the world.
This may be the last and least of the three Stanwyck-MacMurray collaborations that I've seen (they made four films together), but since the others are my all-time favourite film (Remember the Night) and Billy Wilder's sublime film noir, Double Indemnity, I think we can let it off.",4.0
"Forgotten phrases: ""That's atomic!""",3.5
"“She's gone, she's gone
Oh I, oh I
I better learn how to face it
She's gone, she's gone
Oh I, oh I
I'd pay the devil to replace her
She's gone, and she's gone
Oh why, what went wrong?”
Douglas Sirk drops The Bomb on the nuclear family.",2.5
"Undercurrents of familial strife run through this picture, never once explicitly declared until misunderstandings birth false revelations, but in doing so they help realize underlying feelings and so become actual truth.
In this way tensions are just unfulfilled desires finally emerging once they become actually feasible, and conflicts just the clash of wills once the status quo is challenged; it is when power dynamics are stagnant that people become complacent, but when they become malleable people become inflamed.
Such is the life of toy manufacturer Clifford Groves, a husband and father whose existence is taken for granted. The love he's to received from hist nuclear American family is non-existent, replaced by annoyance from his kids and apathy from his wife. And so it is when he encounters someone who sees him differently that false assumptions are made, but hearing these lies helps him to realize just how unhappy he's always been – maybe they're right after all?
""Love is a very reckless thing. Maybe it isn't even a good thing. When you're young and in love, nothing matters except your own satisfaction. The tragic thing about growing older is that you can't be quite as reckless anymore.""",0.0
"""Love is a very reckless thing. Maybe it's not even a good thing.""
This film doesn't seem to be as well-remembered as some of Douglas Sirk's other 50's melodramas, but it should be. That might be due to the lack of the beautifully artificial techincolor photography that characterized so many of his best films. Though the black and white images he creates here are just as impeccably composed. And all his other visual trademarks remain present--figures boxed into frames-within-frames, characters divided by artificial barriers, and other such images suggesting the comfortable trappings of domesticity transformed into a self-constructed prison of sorts.
The story is also a bit more restrained and not quite as pulpy as some of his bigger hits. Not as salacious as Written on the Wind, nor as grand and topical as Imitation of Life. It compares most readily to All That Heaven Allows, concerned as both are with middle-aged parents struggling with a lack of fulfillment. But this time the issue is more complicated. It's not quite as easy to know who to root for.
I kept wondering how much we're actually expected to sympathize with Fred MacMurray's character. Just what does he really have to complain about, anyway? That his wife is too busy being a responsible parent? That his older kids have lives and interests of their own now? Seems pretty childish to me. Then it hit me: the guy makes toys for a living; he compares moments of happiness to scoring touchdowns in a football game; he really is just a big kid who never full grew up in a lot of ways. But that doesn't mean his emotions aren't still valid. The occasional indication that his family appreciates him doesn't seem like too much for a father to ask for.
His kids do take his love and support for granted and they do expect him to be impossibly strong and pure. On the other hand, they also aren't entirely off-base in their concerns directed towards him, selfishly motivated as they may be. After all, if you were stuck in an unsatisfying home life, and Barbara Stanwyck showed up on your doorstep reminding you of the good old days, you might let your imagination run way with you, too.
So what it boils down to is a conflict with childish hypocrites on both sides to one extent or another. And--as is often the case with us straight men if we're being honest--it's the women in their lives that have to call them all out on their bullshit. In a way, it's Stanwyck's ""other woman"" who comes off as the most sympathetic for the clarity she provides--the final shot of her is a real heart-breaker.
The fact that Sirk could juggle all this while still telling an emotionally resonant story, and working in his usual critiques of the American Dream (the otherwise happy ending concludes with an incredibly subversive composition), is a testament to his genius as both storyteller and cinematic craftsman. It not only deserves to be mentioned alongside his other classics, it belongs near the top of the list.",4.5
"“Love is a very reckless thing. Maybe it isn’t even a good thing.”
Atomic love. Mac and Babs together again in this Sirk directed form of big screen birth control. Wind-up boy Cliff (MacMurray) is in a self described “rut in life,” a “tomb of his own making,” and happens to chastly bonk heads with former friend and coworker Norma (Stanwyck) at a business retreat in Palm Valley/Springs, California. His selfish kids don’t believe the relationship is pure, and after a while, Cliff isn’t so sure either. 
MacMurray is ace as the innocent big boy, a haplessly married man who finds himself caught in a “Blue Moon” dream of middle age. Stanny is in her underrated latter period career coda, no longer teasing with anklets, but with her sexual maturity and unmarried, independent spirit. It doesn’t offer any easy solutions to the 50s man-in-crisis. Be thankful for what you have? Respect your dad? Get wife Joan Bennett some weed so she’ll loosen up? Or, beware: the things we do for love are going to come back for us one by one.",4.0
"Really enjoyed this. Occupies thematic territory similar to All That Heaven Allows—how comfortable is bourgeois suburban life, really? what does a parent owe their children?—but the plotting is so much less emphatic than that of most melodramas. (The affair that drives the story never even happens!)
That said, the film's light touch sometimes make it feel a little tepid. Though I'm wondering if the fact that I've seen this milieu and these scenarios in dozens of movies made after it is coloring my opinion. The subplot about MacMurray's son reminded me of Biff in Death of a Salesman; postwar American cinema was always so fixated on any perceived deficiencies in the next generation.
The dramatic stakes here often lie on the surface of the dialogue. But despite some mild frustration I have with the writing, this is still quite impressive. I'll never not be bowled over by the way Sirk's camera navigates rooms, sets up spatial relationships between characters, and especially his use of mirrors and windows—a couple shots of Stanwyck's face streaked with shadows of the rain are just magnificent. (What's the likelihood, by the way, that Stanwyck and MacMurray should costar in this, Remember the Night, and Double Indemnity, 3 great but wildly different movies by 3 great directors?)
Especially fine use of ""Blue Moon"" (a song I've had on the brain since Blue Jasmine) as a melodramatic leitmotif, sometimes played downbeat and other times with perhaps a music box quality.",3.5
"MacMurray's life is meetings and children, house and wife. Back into his life comes Barbara Stanwyck, an old flame, independent, and obviously Barbara goddamn Stanwyck. His certainty is rocked, they spend time together, they click.
And it amounts to very little, MacMurray sees the hollowness of what he has, but he has it, and there's no real route for something else. Maybe he wishes he'd stuck with her years ago, got the house and children with her instead, but there…",4.5
another great entry in Sirk's exploration of the nuclear family as an unnatural state filled with artifice that crushes people in the weight of keeping up appearances and the way this artifice turns children into monsters,4.0
"Pain. It comes as a surprise to me that my favourite Sirk melodrama is certainly also his bleakest; not to mention this is the only non-Technicolor film I’ve seen from him, and the visuals were the biggest compliment I can offer the director for his previous efforts. I’m guessing this was a conscious choice to compliment the themes Sirk wanted to explore (The delusion of 50s American family life/consumerism), and the rainy atmosphere that was ever-present set the tone effectively. Noticed rain only stopped when Fred McMurray’s emotional turmoil is resolved, albeit bittersweet. Visuals aside, narratively this is his best work and MacMurray & Stanwyck were a great duo.",4.0
"“All of a sudden I felt desperate sitting in my own living room.” If Sirk turns cozied domesticity and nuclear heteronormativity and the expectations of good behavior into just so many kinds of cages (“The kind you always wanted!”), they’re ultimately bearable ones relative to the inescapability of time’s passing. “When I think of all the disappointments…” A film as much about the lines and creases accumulating around Stanwyck and MacMurray’s eyes as it is about a love that might have been if it weren’t always already too late. All the Groves’ post-War suburban world’s bounty paving the way for a bright future for their children, the girls with their ballet lessons and tidy moralities, the son with his fascist buzzcut and infantile swagger; the paterfamilias looking at everything he’s made for them and finding it all so dull, so empty, left holding tickets to a show no one in his life wants to see with him. “I’m not taking about expenses, I’m talking about life!” If he and Stanwyck dare to flirt with the possibility of walking through the doors that are never really truly locked, she at least knows that the things that really hurt the most are just going to keep following them wherever they’d go. There is indeed always tomorrow, for the kids to slowly turn into their parents, for the living room to feel just a bit more suffocating, for youth’s recklessness to fade just a bit farther into the distance, for another risk not worth taking; MacMurray left standing exactly where he’s supposed to be, the traditional family unit survived intact, just facing another tomorrow that already feels like yesterday. “They make a handsome couple, don’t they?”",4.5
"Sirkian marital middle-class melodramatic maelstrom as Barbara Stanwyck crashes back into the life of neglected Fred MacMurray, whose wife Joan Bennett is all about their kids and nothing about him. There is much to savour here, observing Babs and Fred squirming under the microscope of misery, thanks to some of the most annoying offspring in cinema history. But it still feels like it could have been so much better. Just imagine that screen widened with vibrant Sirkian colours illuminating the moods of the characters into a much richer and more emotive experience.
Don't take it from me - take it from Mr Sirk himself: ""Both MacMurray and Stanwyck were excellent. But I think there was probably a flaw in the casting of the other woman, and in the writing. And the other thing was that the picture needed colour, which was planned.""",3.5
"De hecho, Sirk oscurece tanto lo que en principio no parece más que un drama burgués común y corriente que cuando en los dos últimos planos recompone lo que fue rompiendo no queda en pie mucho más que el cumplimiento de la convención, desnudada en cuanto tal. Con el paso del tiempo, en sus expresiones mayores, la necesidad del Hollywood clásico de someter las historias a un marco medianamente aceptable se revela tan frágil que termina por acrecentar el peso de los desafíos apresuradamente conjurados con el golpe de timón del desenlace.",5.0
"This is less well-known than other Douglas Sirk melodramas of the 1950s (and in black & white rather than Technicolor). But it's a real gem and it's what Sirk does best - deconstructs 1950s domestic conformity and subversively critiques it. This time around, though, it's not about women but rather about an unfulfilled husband in a picture-perfect suburban household who's experiencing a midlife crisis.
It doesn't hurt that the film has two excellent leads - Fred McMurray as the unhappy husband and father (and the CEO of a successful toy company) and Barbara Stanwyck as a former employee who shows up unexpectedly one night and rekindles his passion and lost hopes. Stanwyck is truly at her best here, as a fashionable ""career woman"" from New York who's nonetheless lonely. Just as in Sirk's ""All That Heaven Allows"", the three children are selfish and see their father only for what he can give them, and his wife (Joan Bennett) although gracious, is preoccupied with her children and seems to be uninterested in sex or romance.
A few more highlights - Stanwyck's stylish and sophisticated outfits, the scene when the two older kids confront Stanwyck and she turns the table and shames them, the toy robot which is a metaphor for McMurray's robot-like existence, Stanwyck crying alone on a cross-country flight with an empty seat beside her, and the ambiguous ending.",4.0
"Yes sir I cried during 3/4 of this film, honestly idek why. It’s not too sad until the last 20 mins. Anyway I loved the use of the song, Blue Moon throughout the movie. It’s such a beautiful song.",5.0
"A dozen years after appearing together in the film noir classic Double Indemnity, its stars Barbara Stanwyck and Fred MacMurray were reunited for a quite different project; a razor-sharp study of male mid-life crisis brilliantly directed by Douglas Sirk.
A neglected toy manufacturer is reunited with a former employee and as their friendship develops it threatens to throw into disarray the lives of all concerned..
Another great Sirk work!
Online Access: ok.ru/video/268167613091",5.0
"For Douglas Sirk's birthday.
How many classic Hollywood films face the sheer oblivion of death and not only engage with it––the fact that we will never be young again––but go farther and say the only thing worse than that is that we have to live every fucking day until it? There's always tomorrow––until there isn't––which is worse?
This might be the best script Sirk ever worked with, in that all the major strengths of the film evidently existed in it already: children trying to be adults, adults being children; the circular rhythm of the film; the unified plot and subplot. It only can help that it's one of the darkest films Sirk and Metty made, quite literally, as shadows pour down amongst the characters, or at least it seems that way. A gutting film.",0.0
"Mr. Clifford Groves, both a husband and a father, wears the face of ennui. His years are a blur of routine, staggering into a pile of coercive introspection. Cracks slowly crawl on the seemingly pristine family portrait. Moulds form around their supposedly well-maintained house. The threat of an irreversible marital split looms upon a stifling air of neglect and unconcern. The past, with its financial trials and emotional tyrannies, nudges; holds the knob of chance. A knock, a turn, a step, a smile. Clifford Groves unknowingly stands at the unlocked door of temptation. Norma Vail, an ex-coworker, separated from her husband, greets him with reminiscence. Oh, this is not your usual tale of adultery.
Sirk leverages tension with ample melodrama, gripping Clifford and Norma with engrossing restraint. From their shared mid-life longings subtly leap a youthful bliss. Eyes glimmer with understanding. Brief touches sate a craved comfort. But what intensifies each encounter is the innocence of each gesture, together with the tug of its unrequited flush. Then they are strewn apart by unfounded suspicions, peered under the gaze of malice. Malice distorts innocuous situations, until distortion itself becomes truth. Similar with other works of Sirk, there are oppositional elements in “There’s Always Tomorrow”, but they are bolstered by conscience and confusion on Clifford’s part, until there is a downpour of a desire that cannot be contained by the outstretched hands of capitulation. More than a film about (un)faithfulness, the film delves into the sin of thought and sin of action. Ruinous consequences amidst. The wife devoted to her chores, and the husband devoted to his profession are the archetypes of a society inflexible with its expectations; robotic; model toys of American conventions. Unlike the wife wallowing in blind gratification throughout, the husband discerns the existential drought under his soles. Of course, the film also warns of late realisations, the fleeting surge of joy at any kind of attention that instantly fills the emptiness. Some loves thrive in the tedium, others in the forbidden. But when children are a part of that love, there is the belief you need to sacrifice your own needs, to not doubt your disposition. Children seem to ask too much of their parents sometimes. We seem to ask too much of ourselves. 
Sirk does not need to settle anything in “There’s Always Tomorrow”. He leaves us in the room of ambiguities. The film looks ahead with glassy eyes—happiness seems to be a state of mind.",4.0
"""waiting is a part of being in love""
""I never know how to give love to anyone, only how to take it. I guess that's the hardest job to learn in the whole world -- how to give love, and expect nothing in return""",5.0
"35mm print
Douglas Sirk making his own Brief Encounter of sorts, where you're being told a story about infidelity and also the factors leading into what would motivate such feelings to come about. There's Always Tomorrow is a very sad film, owing to how it's built on a love that's completely impossible, but the thought about ""what if,"" even with the many consequences that were to come forth as a result of the thought of temptation. Perhaps what also helps…",4.5
"Douglas Sirk is most known as a director of “women pictures” which portray the silent suffering of women living in conformist, restrictive, and judgmental 50s America. In “There´s Always Tomorrow”, Sirk shows that men can also suffer silently in this society, and for similar reasons, and he portrays this male suffering with the same level of empathy, maturity, and depth as the female counterpart.
“There´s Always Tomorrow” follows disillusioned and unhappy husband and father Clifford Groves (Fred MacMurray) who feels…",4.5
"Menceritakan Tentang seorang Produsen mainan yg bernama Clifford groves (Fred mcmurray) yang merasa dirinya diabaikan dan Tidak dihargai oleh Keluarganya,suatu hari ia bertemu dengan mantan karyawannya yg bernama Norma (Barbara stanwyck) .kemudian ia mulai mengorbankan kembali cinta masa lalunya ketika seorang mantan karyawannya itu kembali ke kehidupannya.
Merasa tidak dihargai oleh keluarga itu rasanya menyakitkan, Seperti yang dialami Cliff (Fred mcmurray) difilm ini.
bayangin saja, kamu berangkat kerja di pagi hari dan lalu pulang di malam hari, tetapi sesampainya di rumah keluargamu tidak memperdulikan kepulanganmu dan mereka hanya asik sendiri dengan urusan mereka (Bayangin aja dulu).
Di film ini terasa banget gimana rasanya tidak dihargai dan tidak diperdulikan oleh keluarga. Dan sampai² sang Mc berniat untuk meninggalkan keluarganya dikarenakan ia dianggap tidak ada di rumahnya.
Saran saya yaa.. Bentuklah keluarga yang harmonis.dan saling peduli antar sesama keluarga",5.0
"Family is the chaotic stillness of routine in conscious captivity, the liberty of a possible escapist route is the memory of youth you try so hard to keep alive. Sirk's articulation of a few generic plot hooks to his narrative structure while managing to give them so much life and freshness with his attention to detail is brilliant.",4.5
I won’t be able to drink a Blue Moon without thinking of Mama Stanwyck😭,4.5
"Much like Sirk's other work, There's Always Tomorrow walks between real and dreamy, between tragic and light (yet there's tragedy even in the lightest), dealing with the environment Sirk mostly set his films.
""What happened before in the circles of kings and royalties has now been transferred to the world of the bourgeois.""
Just like emotions alternate and try to find their world, so dances light and shadow in the faces of our characters, so alternate the flame and water, past is present, present is gone, tomorrow is safety but only if we have yesterday. It's a film about words we say and words we wish we'd say and words we wish we didn't say or words we wish we'd say differently. These characters are wrong at the wrong time, it's all about the timing - Norma appears to the porch on that rainy evening, Frankie twists her ankle, Vinnie sees his father, Clifford falls in love when Norma suddenly understands, people cross each other and rarely even stop. It's all there in the way people move, the childish enthusiasm that slowly turns into old age's solidity and loneliness. The contrast between real and dreamy is so strong that from everyday life we suddenly jump into understanding that we are truly watching a film - the moment when Stanwyck's and MacMurray's dreams finally meet each other, they share a moment in the light that only film conveys but someone has already moved further. For a moment it is true but soon shadows fall on the faces of our protagonists.",5.0
Some of the most fucked up sets ever captured on celluloid,0.0
"*spoiler*
This is a portrait of a middle-aged man trapped in the monotony of married life, sensitively portrayed by Fred MacMurray in probably the best performance I've seen of him so far. He conveys his feelings of loneliness in such a way that we feel them too. Stanwyck is excellent, as I knew she would be, but Joan Bennett has little to do. You cannot blame MacMurray for wanting Stanwyck and wanting to break free from his stifling home. I personally would want to break free from those horrible children who apparently have nothing better to do than pry into the affairs of their father (like the children in Sirk's All That Heaven Allows). The only sensible and likeable youngster is the son's girlfriend, played by Pat Crowley.
There are two pivotal scenes that create an emotional punch: the one where the children confront Stanwyck and she tells them off; and the most heartfelt one where Stanwyck tells MacMurray she's leaving and he should stay with his family (Stanwyck is terrific in that scene and she makes us feel her loneliness and sacrifice). I thought it was really sad, and yes, I cried. And although the unhappy happy ending is appropriate, I hate the Code enforced last scene with MacMurray and Bennett together and the children looking on and one of them expressing that horrible last sentence, ""They make a handsome couple, don't they?"". It really doesn't do justice to this fine restrained melodrama.",4.0
there’s no place like home,0.0
"Without the distraction of the trademark sumptuous technicolor, Sirk's incredible mastery of telling you everything you need to know with shot selection, shadow and light, and the subtly delivered word or phrase comes into the foreground. This, what I would consider a true masterpiece in both directing and acting, has such a variety of examples that stand out, I'd be up all night writing about them. How this somehow got lost in the shuffle is beyond my understanding.
Pairing Stanwyck and McMurray again is perfect casting. They're both attractive, but neither glamorously so; believable as two people who missed an earlier opportunity with each other. Cliff Groves (McMurray) and his wife Marion (Joan Bennett-excellent here) would seem to have the perfect life, but Cliff feels like a stranger in his own family. She is so devoted to her kids' happiness that she virtually ignores every attempt by Cliff to rekindle romance. The kids? Oldest Vinnie (William Reynolds) is a petulant man child, high schooler Judy invents emotional issues with friends, and youngest Frankie is a child prima donna demanding endless attention. Into this walks Norma Vale (Stanwyck) an old business associate of Cliff's who has become a famous dress designer in NYC. From the minute she walks into the door, the hope in Cliff's eyes is palpable. Is Norma the last chance at happiness before the gate closes? Their interactions are essentially innocent, but son Vinne spots them together and assumes nothing but the worst, and enlists daughter Judy to the cause of proving his suspicions correct. Marion, so romantically distanced by her unquenchable devotion to their children's endless demands for time and attention, doesn't even notice Cliff's obvious frustration. The only marker Sirk missed was having her put on a sleep mask.
I'm doing a terrible job here, because what really makes this Sirk's best realization and deconstruction of the 50's suburban myth isn't the story, but the manner in which he presents and stages it. One of many standout scenes has Vinnie's girlfriend Ann, who is becoming more upset with Vinnie's suspicions trying to explain to Norma, who is continuously getting interrupted, what is being imagined behind her back. She never gets it all out, but Norma decides it's enough to call off Cliff's sudden urgent desire to meet that evening. Cliff, frustrated to the breaking point, comes home, lights a cigarette, wanders around, and finally sits down at a desk and picks up a newspaper. In front of him is a family portrait, but a portrait that is missing Cliff, just mom and the kids. He raises the paper up to block it from view, gets up and tosses his cigarette out the window where Vinnie and Ann had just been watching him. With no dialog, his frustration and sense of pent up anxiety is perfectly expressed, and the portrait portrays everything that is toxic in the family.
Like I said, I'd be here all night, and I've gone on too long already. Try to find this, especially if you're already a Sirk fan. You won't be disappointed.",5.0
"69/100 [Yeah yeah, ""nice,"" please don't.]
""I know we've met somewhere,"" Cliff tells Norma, when she unexpectedly shows up at his front door, ""but I just can't seem to..."" That's a cute acknowledgement of Stanwyck and MacMurray's rather daunting history—not just Double Indemnity, as seen on my Sight & Sound list, but also Remember the Night, which is ""merely"" among my 100 or so all-time favorites—and it also serves as fair warning, for anyone unfamiliar with Sirk, that this will be…",3.5
