Comentario,Nota
"The tension between Leisen's and Sturges's styles that was evident in Easy Living is here resolved, with the former easing off his tendency to favor background design over foreground acting and the latter hinting at the real depths of pathos lurking beneath his antic comedies. Yet it was Leisen who understood that the true focus of the film should be Stanwyck, not MacMurry and reoriented the screenplay accordingly. If Sturges bitched and moaned about the director's fussy alterations to his other script, he owed Leisen a debt for showing just how good Stanwyck could work in a comedy, which of course paid off handsomely for Sturges down the line. There are some sublime shots here: the way candlelight hovers in Jack's family home, or the matte background of Niagara Falls that glows so radiantly that the water backlights the putative lovers. But the real pleasures are in the natural chemistry that develops between Stanwyck and MacMurray, slowing down screwball into just an honest-to-goodness meet-cute that plays not off of manic gestures but subtle interactions. When Lee realizes early on that Jack's stoicism is a product not of his resolute kindness, her soft ""Gee, you're sweet,"" said as much to herself as him, lays out the next 2/3 of the movie in one fell swoop.",4.5
"It’s Babs' birthday today. She would have been 114. In some ways, it feels like she is. I just watched her resort to milking a cow after getting lost in the middle of nowhere on a long drive. And not for one second did she lose that sly twinkle in her eye.
As petty jewel thief Lee, she finds herself in hot water for sniping bracelets and flogging them for quick cash. Spend any time at all with Lee (Barbara), and it’s no wonder that her real trick would be to unknowingly steal the hearts of anyone who stuck around long enough to hear her story. And I don’t know about you, but that’s just about the best legacy that anyone could ever hope to ask for.
That sparkle she wears can blind the dullest of men, but what helps REMEMBER THE NIGHT shine so bright is that you can sense a gradual shift in that spark, from the inside out. It’s most evident in the moments where she’s hit with the realisation that no-one has ever been this selflessly kind-hearted and good to her before. And expected nothing in return. That kind of revelation has the power to change you, but only if you let it. Only, if you think you’re worthy of the time of day they stoop to give you. And she wears that struggle and everything else all in her two glistening eyes.
Slowly that twinkle starts to reveal itself as something more, something less dazzling than a personal cry for help. When she gives in and lets it all out, the result can be seen in the slight, dampened sheen of her pearly whites. At once, we see reflected back the strength of human tenderness and selfless deeds on someone who has only known a life spent running from unhappiness.
For all of her adept swindling, Lee has all but let any chance of love slip through her fingers. Resorting instead to buying it. Or rather, steal. It’s the poignant tremble of ‘what in good name have I done to deserve this?’ as fixed with ‘so this is what it’s like to have a family to call your own, friends and folk who actually love and care for you, warts and all?’ All right there in the solitary glance to the side. Falling to the knees beside the warm bed they’ve let you stay in for the night. The clutching of the pearls when no one is around to see.
And in a world where the littlest gestures often reveal the grandest impact, sometimes all it takes is a small exercise in human decency from the one person you’d least expect it. To change everything for the better. And it’s only in learning to love another, can she hope to love herself. On the road to accepting more than the lowly love she thinks she deserves.
Here’s to you, Babs. I’ll remember you, that’s for sure.",4.0
Absolutely zero chance that (or any) jury would convict Barbara Stanwyck. She's simply too charming!!!!,3.5
I love when old fashioned small town American values and traditions win out over New York cynicism. That Preston Sturges and Mitchell Leisen make this kind of transcendence so convincing while likely not believing in a word of it is a measure of their greatness.,4.5
"""I suppose you do this with all the lady prisoners?""
""Oh my, yes. My life is just one long round of whoopee.""
""Well, you're in a good spot for it.""
""Wonderful! I merely have to raise my finger and my slightest whim is satisfied. Now if you'll...""
""And I suppose if anybody says no, you just put them right back in the cooler.""
""That's right!""
...in which we learn that jewelry thief Barbara Stanwyck's popovers hold the secret to romance (""Don't you know the shortcut to a man's heart is through his gizzard?"") even if she didn't make them herself, cutely tall DA Fred MacMurray is the finest milker of cows in seven counties, the best perfume is Hour of Ecstasy, the most effective curse word is ""dinglesticks!"" and, lest you ever forget it, you don't have to be a horse to judge a horse show.
What you did yesterday and what you do today are two different things, for in the end, love will make you understand. It's a corny sentiment, but isn't it nice to think on for a while?
""Ain't she a peacherino? All I can say is HOT DOG!""
The Films of Barbara Stanwyck: Ranked (So Far)",4.0
"Leisen's lyricism is at such odd ends with the percussive tendencies Sturges showed in his early work that it's no wonder Sturges hated this film. For all the Christmas time warmth and the pastoral landscape there is something eerie and foreboding about those two rural houses, visited one after the other; no amount of singing at the piano can dispel the lingering unease of Stanwyck's visit to her abandoned home, her mother standing just beyond the closed screen door.",4.5
"""that gag's so old it's got whiskers!""
a Stanwyck Christmas! primordial romantic comedy may have gutted Preston Sturges' first screenplay, but that unique wit bulldozes a way through all the same. the frothy plot (think THE PROPOSAL with a criminal twist) is good fun, Stanwyck & MacMurray do their thing, and the supporting cast is strong when not racist in a way typical of the time.
the court scene in the beginning is brilliant, those dark midwest studio skies are colder than the most frigid of Bela Tarr films, and the genial tone maintains a frankness that fits Stanwyck's unaffected screen presence (the bit where MacMurray's mom stuffs Stanwyck into an ancient corset is gold).
the only thing that hasn't aged well is the irrepressibly moral finale, a happy ending tainted by goodness.",3.0
Stanwyck in this plays falling in love with as much tenderness and vulnerability as any other actor I’ve ever seen.,4.0
"Basically, a really nice romantic aside turned into an endearing holiday film. I’m not sure if Barbara Stanwyck has ever been cuter, considering she later became typecast as the femme fatale/menacing mastermind. Her character here is a far cry from that, embattled with a stealing problem that pulls her into a district attorney’s life. Quite the humbling arc. While watching Remember The Night I was again impressed with Fred MacMurray and I am somewhat convinced he could be the most underrated actor of his era. He was in big films of course, but he is never really spoken about as a guy with range, one that could be straight, cutthroat, and funny. Together, the duo is charming and delightful. The film doesn’t invest me as well as I thought it would for a holiday film, and that one dude (ya know, the one who sounds like he could do a mean rendition of ""Indian Love Song"") gives me the Willies.",3.0
sometimes you just have to tight lace your corset for the barn raising to get your man to kiss you at midnight even though you are a criminal and he is the district attorney. this is one of life’s most valuable lessons.,3.5
"Where do I start to unpick this, as the tagline says
BARBARA AND FRED IN 1940’S FIRST GREAT LOVE AFFAIR…!
It's not just the first great love affair of 1940, it's the greatest cinematic love story of all, sorry Ethan and Julie in the really overrated sunrise saga from Linklater, this crosses dimensions/what if's, to burn the greatest flame of passion in cinema.,,, (I'm really overselling this right)
OK three films, which spanned 16 years, across three of the best directors of melodrama (minus Stahl), Wilder, Leisen and Sirk.
F**K Dr Strange, this is the true multiverse of madness.
Remember the Night - MacMurray the good clean lawyer, Stanwyck the thief, they fall in love and live happily ever after...
Double Indemnity - MacMurray the crooked insurance saleman Stanwyck the woman who wants her husband dead, they fall in lust and ends badly.
There’s Always Tomorrow - the best Sirk ever! MacMurray is the bitter husband, Stanwyck is his first love who returns to his life. This is a pure emotional train-wreck of a film.
Three different relationships, three different scenarios, three very different outcomes,. the one thing they all have in common, the best cinematic love affair and screen kiss after Garbo.
Here in their first tryst, a lawyer ends up taking the woman he was opposing in court (due to a miscommunication and it's Christmas) to Indianan, spending Christmas with his family. They fall in love and then face reality when they have to go back to court for trial.
I love this film, it is so out of time, so naive, so innocence and so pure. Watching this now 80 years after it was made, with its unrealistic notions of romance and emotional purity, may seems so out of step or alien, however possibly i hark to these film because we still need reminders of hope and goodness in this bitter world.
Here we have Stanwyck and like always, she steals another performance and film, due to her grounding of the role. Yes, it is lightweight fluff, but she pounds down on every line like it is Richard III to make this performance stick. Stanwyck was the method, 30 years beforehand and this is possibly why she is the greatest actress of the first half of the Twentieth Century. She could make anything work, that is how much she believed in her character and role and projected that to a camera.
One final thought on this is about director Mitchell Leisen, one of the most popular directors of the 1930s & 1940s. He seems to be completely forgotten today, he has had no real rediscovery, rep seasons nor that many collectors blu ray releases out there for people to rediscover him. Leisen, from memory was like the 2nd or 3rd most popular director at Paramount after DeMille, and pre Wilder, having such hits like Death Takes a Holiday, Hold Back the Dawn, Easy Living and Arise My Love, which most are seemingly so under the radar. This is a great shame but he basically was replaced by his two writer apprentices Wilder and Sturges (who both hated him with what he did with their scripts).",4.0
"You could pair Stanwyck with a cardboard box (and MacMurray isn't that far off), and I'd still enjoy the hell out of watching her.",4.0
"Merry 5th Day of Christmas, my friends! 
Two new episodes of The Searchers podcast out now! In time for the remnants of the holiday season we covered Remember The Night. Listen to Ben make fascinating comparisons to John Wayne and the western genre! Hear Kevin confess his timeless infatuation with Barbara Stanwyck! Get a kick out out of me butchering Mitchell Leisen's name and get a new job title in the process!
If classic Hollywood ain't yo thang, we also covered an episode on Albert Pyun's 1987 film Down Twisted, which dropped on Christmas Eve! 
Two gifts in one post! 
Check us out on Spotify, Apple Podcasts, and podbean.",3.0
They acted like her stealing was equivalent to committing murder 😭,0.0
"It was my birthday, so I watched my favourite film. Actually, it was my birthday earlier in the week, but I fell over my HDMI cable the night before and snapped it, so we were a bit delayed.
It’s still my favourite, still a miracle of a film. It’s a movie so full of music – five of the loveliest diegetic songs you’ll ever hear, ‘Easy Living’ perhaps nodding to Leisen and Sturges’ only other collaboration – and full of the most exquisite lighting: the orbs around the candles, the shadows at Niagara, the hideous Gothic nightmare of Stanwyck’s mother’s house, as one of the great screen villains comes to the fore, Leisen finding every crease in her face. There are so many great jokes that I keep alighting on new ones every time I watch it: this time it was MacMurray's deadpan, ""If you know any other Fat Mikes, you can send them too"", the fantastic battle-of-the-sexes material in his apartment, and, near the close, Stanwyck's fantastically sarcastic, ""Some district attorney you turned out to be.""
Then there’s that kiss that quickens the heart like no other kiss in cinema. There’s Stanwyck’s tears over the nightie: a scene I’d always overlooked until last night, shot and played as it is with such subtlety. There’s a single sentimental scene of extraordinary power for each of the three supporting family members. And there's the way the two main characters soften and freeze between New York and Indiana, the way that Stanwyck can be acerbic or giving, MacMurray sanctimonious or kind.
Above everything else, though, it’s Stanwyck’s sincerity that hits so hard, and that makes the film as special as it is. In those key moments, she can make “Gee”, “You bet” and “I’m afraid so” sound and feel like epiphanies, and with it she can break your heart.",5.0
"“Well I-... I’m not exactly ugly...”
Talk about an understatement...",3.5
Nobody fucking touch me.,5.0
"“Well, I’m not exactly ugly.”
Christmas klepto Stanwyck, at your service. Arson is when you bite someone and hypochondria is when you steal things in this Mitchell Leisen directed, Preston Sturges written, trad-core Southern Christmas story. A film that badly wants to put Babs in front of a stove while wearing a gingham apron.
I hate seeing sweet Indiana boy Freddy Mac call his servant a dumbbell and later sing songs about the “old plantation,” but I love to watch him fool around with cattle. Also love: Sterling Holloway, who was born to play the part of a little yodeling boy (when he wasn’t busy playing a telegram delivery boy), and when Stanny’s eyes go all watery in closeup, I dare you to fight the spirit.
“I told you, my mind works differently.”
➡️ Stanwyck | Sturges",4.0
"Everybody's favourite Stanwyck (to Letterboxders, anyway), and one I hadn't seen until today. Putting aside the fact that bits of it remind me of 'The 39 Steps', others of 'Susan Slept Here' and others of 'Breakfast at Tiffany's' and 'Mr Deeds Goes To Town', I have to add my praise to that of the general majority.
Barbara Stanwyck is Lee, a jewel thief (must be something in the air, as yesterday I was watching a film with Myrna Loy in a similar profession), and here she is teamed for the first time of three with Fred MacMurray, here playing a prosecuting attorney, John, who succeeds in getting her trial postponed for decision til after Christmas, and ends up taking custody of her over the festive season instead.
MacMurray isn't one of my favourite actors, but he's very good here, and Stanwyck is in good form as the career criminal who opens proceedings in the court by watching her defence lawyer with barely-disguised amusement.
She's no victim here, and in fact she is perhaps better than she was in femme fatale mode in 'Double Indemnity'. Her gift for fun eventually paid off as Preston Sturges, screenwriter here, went on to write and direct 'The Lady Eve' for her, which gave her a chance to broaden her range.
Willard Robertson's speech as the flowery defence chap is hilarious, and even more so when you note in real life he gave up a career in law for the stage. Sterling Holloway, always fabulous, and with the weirdly musical voice, is fun as a cousin of MacMurray's. 'Snowflake' Toones plays John's slightly slow servant but he isn't quite as daft as he first appears. And Beulah Bondi ages up yet again to play MacMurray's mother.
This is a romance, a festive one, and a courtroom drama, and succeeds at all of them. What a happy discovery!",4.0
"“That girl’s as honest as all outdoors.”
A wonderful Christmas road trip movie. Queen Stanwyck, hitting every line. MacMurray, a quick-witted, big-hearted, sweater vest nice guy. He earnestly plays ""Swanee River"" on the piano and it doesn’t make me want to die! I am extremely cynical about Christmas movies but I oddly love this shit. Fill in your “Kissing in Front of Niagara Falls” bingo slot.",4.0
"COLLAB FILM CLUB
I feel a bit like Scrooge or the Grinch as I write this review since it's a Christmas favorite for so many. I enjoyed it but with reservations. There’s much to like: Mitchell Leisen’s romantic/sentimental direction. The less madcap than usual but still witty and edgy Preston Sturges script. Plus a terrific cast - Barbara Stanwyck, Fred MacMurray and some great character actors in secondary roles.
However I always cringe at the elevation of old-fashioned Midwestern small-town goodness as the universal American ideal. It always feels like an earlier version of “family values” contrasted the dangers of modernity and big city living. We see this in the Hallmark holiday movies where a sophisticated NY woman goes to Iowa and realizes what she’s been missing. And this theme is strong in Remember the Night although the film’s positive features somewhat balance it out.
Nonetheless, I do like the emphasis on the power of kindness to open up the hearts of those who’ve had to live in survival mode. Stanwyck is Lee Leander (love the name!), a chronic shoplifter of high end items who’s arrested at Christmastime. Considering she reports having no money and skipping from one free meal and hotel to another, she looks quite glamorous with fashionable early 40s outfits and stylish hairdo.
MacMurray is DA John Sargent who winds up escorting her to his Indiana family and hometown while she’s out on bail. (Note: Apparently Sturges made Sargent more of a moralistic hard-ass in his script but Leisen insisted he be more pleasant and relatable).  Lee is deeply touched by the goodness of McMurray’s mom (Beulah Bondi) and maiden aunt (Elizabeth Patterson), and of course they fall in love. There’s also a hired hand played by Sterling Holloway, an actor whose schtick annoys me. But that’s another story.
The second collaboration of Leisen and Sturges - they did Easy Living - shows their different approaches. I wound up liking the first half with its quirky but lovable characters (Sturges) more than the sentimental second half (Leisen). Stanwyck does a great job of showing Lee’s softening and transformation. But there’s a strong gendered messaging in her transformation: We watch Lee being taught to bake, and to wear a lacy corset for a rural dress-up New Year’s ball. John’s mom (Beulah Bondi) kindly but clearly pressures Lee to not do anything that would derail her hard-working son’s career.
I hate to add even more critiques but there's some racist elements as well. John has a black servant whose pattern of speech and behavior has the usual Hollywood stereotypes, and there’s some casually racist anti-Chinese jokes in the banter between John and Lee (“In China, they eat dogs” and references to “Chinese coolies” in the trunk of the car). These are minor but I still wish they weren’t there.
Nonetheless, there are some lovely and amusing moments throughout. And genuine pathos, such as when Lee visits her hostile and contemptuous mother. The paring of the quick-with-a-sharp-comeback Stanwyck with the understated MacMurray works so well they wound up doing three more films together. But I much prefer them in Wilder’s Double Indemnity and Sirk’s There’s Always Tomorrow. Anyway, hope I wasn’t too harsh because this is truly a well-made film. I guess I just prefer my “feel good” movies to be less linked with those old-time heartland values.
Oh, and Merry Christmas to all my LB friends!",3.5
"Fred MacMurray is the OG “I can fix her” guy
Probably a 4.5 on a rewatch cause it had all the feels but my cat was eating Christmas presents under the tree during the last 10 minutes so I had to keep pausing and it was distracting as fuck",4.0
"My all-time favourite film: a work of simple grace and beguiling beauty about the relationship between a shoplifter (Barbara Stanwyck) and the DA who lands her in jail over Christmas (Fred MacMurray), before feeling the first stirrings of conscience.
The marriage of Stanwyck's consummate, unique artistry and screenwriter Preston Sturges' fusion of the hard-boiled and heartfelt begins to work its magic instantly, and by the time they pitch up in Indiana to spend the holidays with MacMurray's family, I'm a mess. MacMurray too is astonishingly good, giving far and away the greatest, deepest performance of a long and erratic career.
Probably the 12 most moving moments in cinema history are crammed into this one film – among them, a meltdown at a New York nightclub, Elizabeth Patterson's love letters and Stanwyck's immortal ""you bet"" – while former costume designer and set dresser Leisen's very specific style (including props in the foreground to colour the whole frame) leads to some astonishing imagery: including a New Year's kiss shot through streamers and a Niagara Falls scene filmed almost entirely in silhouette. Its atmosphere is like nothing else I've ever experienced.
The movie's hilarious too, from MacMurray's ironic admission of state-sanctioned hedonism (""Oh yes, my life is just one long round of whoopee""), through Sturges' memorable ruminations on honesty, to a climactic courtroom scene that's both emotionally redolent and gloriously petulant, as MacMurray goes from intimidating the defendant to insulting the jury. Even the supporting characters are given pure gold: deftly sketched personas spouting stellar lines, including a ludicrously loquacious lawyer (Willard Robertson), dullwitted bondsman Fat Mike (Tom Kennedy) and overstretched orphan Willie (Sterling Holloway) – working for his supper at MacMurray's ma's house.
But the film's much more than a smart, moving, even heady rom-com: it's a plea for love, tolerance and social justice, a film about second chances, the malleability of human nature and the conditions that breed criminals, all masquerading as a holiday romance.
I've seen it perhaps a dozen times now – this was my second time on the big screen this year – and there's nowhere I'd rather be than at Beulah Bondi's house, as her son Jack (MacMurray) and the thief he's prosecuting (Stanwyck) swap songs, stories and presents, while falling desperately and irredeemably in love.",5.0
"One of these days one of you boys is going to start one of these scenes differently and one of us girls is going to drop dead from surprise.
AW. That was sweet. Barbara Stanwyck really should have been booked for murder...ing my emotions. A wholesome Christmas movie featuring thief Stanwyck and DA MacMurray, what an unlikely combo.
Also, I'm glad this Christmas film was light on food, because I lost my taste and smell today and tested positive for COVID for the first time (and here I thought the punchiest present this week was its sledgehammer to the elbow pain for days, boy I thought wrong). I think I'll spiral into sad films if I can't taste Christmas next week uggghghghUGhGH. (I know, first world problems, could have been a lot worse but let me have this moment.)",4.0
