Comentario,Nota
"To tackle this certain theme in the plain decade when it got made, just shows the level of Ida Lupino’s admirable bravery as a ambitious filmmaker and the entire importance surrounding her film Outrage. Not much as just an educational piece of criticism against sexual assaults and rapes inside the historical celluloid of women’s marginalization in society’s DNA across years, but as her own horror movie of sorts.
Building the late tragedy that will haunt the character of Ann Walton (a seriously great Mala Powers) as it was a haunting-thriller, firstly introducing the sweat and hopeful girl about to marry and follow a great future ahead of her as we follow her into hers daily routine as a hard dedicated worker and a sweet fiancé and responsible daughter, but all build with a lure that something is about to go off at any minute. But when the real monster is revealed and the inevitable terrifying act is about to occur, the director builds the moment with an impeccable use of dark shadows and white bright lights to build a almost gothic scenario, and seemingly took inspiration from Jacques Tourneur’s Cat People street-stalking scene, to equally brilliant and agonizingly haunting results.
Even if the act itself is hidden for production-censorship of its era, Lupino still builds the effective feeling of a bleak cathartic occur with the broken horn of censorship covering the victim's potential cries of pain as she is openly ignored by everyone around. And all the aftermath of it shows a even genius showcase of Lupino’s direction, creating a dirty portrait of an intense judgmental and critical generation of America, easily blaming and judging rather than sympathizing with the victim’s pain and forever to bare scar. A scar that is reflected in her constant fear and paranoia on every little bit of sound and touches that surrounds the character. Again, agonizingly brilliant!
Everything is helmed so superbly that I couldn’t help but to feel that its subsequent second-half almost looks as a different movie altogether, and that if falls a bit into some easy didacticism that the film, until then, had magnificently avoided. When we accompanied Ann on her escape from everything and everyone who still makes her remember what happened, to find herself in a quiet town as she meets and relates to an incredibly understandable reverend Bruce Fergunson (Tod Andrews) who doesn’t resists one bit of flirting with her directly, at the same time that he proves to be a friend and tutor of advice for the young woman to overcome all this. It feels a little to on the nose and hammy from my personal perception.
Although it is still a good chunk of the film that carries scenes that match the whole theme of the film, where, just like in Not Wanted, the character succumbs to a real madness state affected by the evil that was caused to her, whether be in this case of complete paranoia and fear, that makes her commit an criminal act to defend herself, in another scene of equal terrifying agony for the Ann. But it also serves as a cry of clamor and denunciation that comes from the director herself towards the topic addressed, putting Bruce's character to literally shout in front of the symbol of justice, the judge and the accuser, while defending Ann, straight blaming society of all these problems that affect thousands of victims, at that time and still reflected on today.
Even if it falls into a bit corny territory at the end, but with a VERY strong first half, there is nothing else that Outrage is if not another great film by Lupino and certainly one of her most memorable outings.",4.5
"This could have easily been a scare pic, and it would have if just any contract male director was hired on for this. However, it was Ida Lupino who makes it feel nuanced and profound enough that it never feels like a film that uses scare tactics in order to sell the story.
The film is tactful enough that the assault scene, or leading up to the assault that is, is so nerve-wracking. Then, the film is always placed in the protagonist's corner. Mala Powers is really good in this, never plays overly neurotic or melodramatic for the camera. It feels natural.
There's a couple moments where I do believe some things would be handled in a more mature manner these days, but to have this only be the second film to handle the subject during the Hayes code era, it does an incredible job.",4.0
"""We have to face ourselves. And look at the world all over again. You know, that second look after a headache shows up some wonderful things""",5.0
"O roteiro não é perfeito, mas é inegável o pioneirismo de Ida Lupino. Em plena década de 50 e com toda a censura a diretora aborda violência sexual, machismo, sistema judiciário e saúde mental. A história tenta explorar o íntimo de sua personagem, e suas dificuldades em seguir em frente depois da violência sofrida. Mesmo com uma curta duração é um filme tenso e com um sabor amargo.
Algumas feridas jamais cicatrizam.",3.5
"Les 15-20 premières minutes tiennent du chef d'oeuvre, la mise en scène est renversante, et la scène de l'agression demeure un modèle que l'on devrait étudier: Lupino ne peut rien montrer (et de toute façon c'est rarement une bonne idée de montrer), alors elle transfère l'émotion à une scène de poursuite angoissante, qui se termine avec la caméra qui s'élève et cache l'agression par un mur et le bruit d'un klaxon continu (le son agressant contribuant à faire sentir l'oppression), jusqu'à cadrer un homme qui ferme sa fenêtre pour ne rien entendre; c'est tellement limpide et éloquent, et simple en même temps. Et oui, pour 1950, faire un film sur les conséquences psychologiques d'une agression sexuelle, c'était audacieux en maudit, mais je trouve que le film se perd un peu en cours de route, lorsque la protagoniste fuit sa maison, parce que le point de vue se déplace peu à peu vers un homme, qui a le beau rôle de la ""sauver"". Je n'en tiens pas trop rigueur, la perspective reste peu explorée même aujourd'hui, et dans le contexte de l'époque c'est déjà extraordinaire comme prémisse, et il y a encore des moments très forts, mais bon ça diminue un peu l'impact du film, même si la mise en scène demeure impeccable jusqu'à la fin.",4.0
"I’ve seen a lot of advertisements these days for films both classic and contemporary saying that the central message therein is “what the world needs right now,” or more specifically what “we” need right now: we as Americans, we as members of society, etc. As 2018 is director / co-writer Ida Lupino’s centenary, her films both in front of and behind the camera are newly being re-examined, and while Outrage is my first film of hers (as far as directing is concerned), I can tell that it’s the most startlingly relevant. 
Ann’s sexual assault throws her life into a tailspin; despite good intentions from family, friends and (surprisingly) the law, she is plunged into suffering and sees no other option but to flee everything she’s known. It’s all very sad - and while the film eventually provides some solutions and sources of hope (especially a stirring speech from a man imploring other men to understand the gravity of her situation), Outrage also starkly reminds the viewer that sexual assault isn’t rare, and perpetrators walk. Lupino’s noir-tinged direction is slick and effective, showing Ann’s nightmare develop and continue on for the entirety of the story. You can tell Lupino cares.",4.0
"Es impresionante el pedazo de OJO que tenía Ida Lupino para la puesta en escena y composición. En esta película sobretodo me interesa mucho el contraste visual que genera para hablar sobre el trauma, tiene unos 30 minutos iniciales de pesadilla y encierro filmados como los dioses; después de ese punto, la película pega un giro y se abre lentamente, todo se vuelve mucho más ameno, libre y se aleja del noir y se acerca al melodrama.
Tal vez es algo obvia en algunos momentos, pero tiene una sensibilidad y corazón hermosos que me enternecieron mucho, hay una cierta ""mirada femenina"" con respecto a los géneros del cine clásico que tienen las películas de Ida Lupino que es muy peculiar, no sería la misma película si fuese dirigida por un hombre (aunque fuese igual de talentoso).
Tal vez un remake le podría hacer provecho a una historia como la de Outrage. A pesar de que no deje de ser una película fantástica.
Gracias Abogado por recomendarla.",4.5
"hard to not think of fire walk with me, with the exploration of sexual assault and the flights to surrealism/impressionism—the tapping of the office workers and the soft thud of the wrench. hard also to not think of mizoguchi, not as much for the subject matter (though that too), but for the high-angle crane shots that seem to say, ""even from this superhuman angle, where everything is in sight, there are mysteries inside each of us that you will never understand""",0.0
"A hugely important film. Ida Lupino's unflinching resolve is so portentously palpable, I can almost feel her jaw locked, eyes set and dark-edged. The taut restraint in Outrage is searingly unbearable at times, heady with a destructive formal elegance. I had to remind myself to breathe. Mala Powers is astounding; made real by her stifled sobs, glinting streaks of silver tears, her public attempts to cloak her grief by throwing up her hands to shield her face. And with the flourish of one tactile dissolve, we watch Powers evaporate into the gloom of a celluloid night. How does a woman reenter and recover her life when it appears to be over? Lupino seemed driven by large unanswerable questions in her work as a director, screenwriter, and actor. I’m unspeakably grateful to her for pursuing what can be saved and restored after women have been assaulted and diminished by men, for daring to imagine what comes next when a woman survives.",4.5
"Bold for its time but aging strangely, Ida Lupino’s picture centers on a young woman, Ann, traumatized by being raped. The word “rape” is never spoken; characters say “assaulted” with grave, knowing tones, and the meaning seems clear to all. 
Lupino was working in 1940s Hollywood melodrama mode and stages a harrowing, noirish chase scene. Before and after, she establishes the context of what we’d now call “rape culture”: men feeling free to lewdly proposition women, to touch them, to follow them, even when explicitly told to stop. One guy introduces himself to Ann and, within a minute, starts undoing her braids because he thinks she’d look better with her hair loose. Another man, knowing that she was raped, addresses her tenderly and then feels the need to put both hands on her as she, quite capably, steps onto a bus. 
The second half shifts focus, rather uncomfortably, to a Male Savior in the form of a strapping yet sensitive reverend. He voices some lovely ideas about compassion in the justice system and finding his faith through natural landscapes, and Ann’s recovery unfolds by listening to him with adoration in her eyes. It’s like tacking #NotAllMen onto the film. 
Still, the picture is solidly crafted and, in some vital ways, impressively anachronistic. Thanks to Kino Lorber for the crisp new Blu-ray release.",3.5
"ida lupino already establishing herself as a favorite between this + On Dangerous Ground. like the nick ray film she worked on, this one bounds with this unending empathy, not just in the romantic character in the second half (who ends up being platonic) but in its treatment of victims, what helps and what tears them down. teared up a few times towards the end.",4.5
"The first act feels very Langian, but eventually you realise that this film has its own form of ‘iron morality’, sustained by the absolute sincerity of the staging and the careful attention Lupino provides the performances — especially Powers, who is astonishing. There can’t have been many directors working in Hollywood in 1950 who could have managed the many shifts this four reeler undergoes (not a lot of films could make you think of both Lang and Borzage) as it passes from the abstraction of the most material horror to the realism of the most numinous faith. This also reframes the way the rape is filmed — those high angles are not just an aesthetic device but a materialist strategy, a way of showing the crime as a social issue that must be seen ‘from above’ (we think of Mizoguchi’s parallel use of the crane, as Jack’s review mentions), refusing what lesser directors would go for: the alternating perspectives of the hunter and the hunted (incidentally, exactly what the hack Spielberg relies on in his metaphorisation of violence in Jaws, as Daney pointed out). It also seems to be an important ur-text for at least two Brisseau films that are particularly special to me.",0.0
"Outrage pops the conservative Hollywood bubble with themes of rape, female oppression and PTSD and while the anti-climactic ending, in which Ann is still chained to male decisions, might ruin a few things, Outrage remains an incredibly progressive picture that showcases Ida Lupino at her best.",4.0
"Another strong central performance (Mala Powers in her debut). Another hot topic (the emotional trauma of a rape victim). Another impressive piece of direction from Ida Lupino. 
Certain sequences here are outstanding, such as the stalking of the girl before she is attacked - shot almost silently, the scene concludes with the deafening and prolonged blast of a car horn, which itself feels like a violation. Indeed Lupino’s use of sound throughout is strikingly inventive. 
If elements of the scripting and certain of the performances don’t scale similar heights, the passion and power of the project are not undermined.",3.5
