Comentario,Nota
"For a movie submerged in 90s softcore porn Cinemax vibes I was very pleasantly surprised by how warm and empathetic this ended up being. Early on we’re in a Leonard Cohen strip club and a horny guy with rancid, almost evil vibes is narrating as the last holdouts of The Wet Look rub their necks. His sleepy, brooding performance is the dark id hiding behind every guy who ever told you that you in particular would love Burning Man. But then in the next scene he’s getting chewed out by his boss for creeping out the customers. Okay great. That’s a rhythm I can jam on.
There’s a lot here to chew on about ritual, grief, artificiality, and lust. I don’t want to spoil it for you, due to my benevolence. It’s not really a “spoiler” movie so much as it is “a movie that changes scenes’ contexts as it unwinds.” I guess what I liked about it is how strange and sweet those new contexts often were.",0.0
"There is an ethereal beauty to this movie that is hard to describe. Every line, every movement has an otherworldly mystique to it that feels so much like a dream, even though nothing fantastical or supernatural ever happens. 
How can a movie centered around a strip club be this pure? Egoyan masterfully subverts our worst expectations in a way that made me feel guilty about my own mindset; maybe our misanthropic assumptions about each other aren't always warranted. Maybe there is hope for the human condition after all. We are all broken, complex. We all need each other for something and, paradoxically, our motivations can be simultaneously self-serving and altruistic.
Simply put, this is an immaculate work of cinematic art that always keeps me entranced from start to finish and leaves me heartbroken in the best way possible.",5.0
"A narrative striptease; in no rush does the seductive exterior peel its layers away to reveal a void of heartbreak and sadness. Wounds of the past far too deep to ever heal; the type that keeps one up at night and would undoubtedly flash before one's eyes in their last moments.
Grieving life's debris in a labyrinthine construct of lust with one, and hanging on to the illusion of normalcy through the other. A suffocating existence of incessant regret, denial, longing and agony as a result of being forcibly chosen as fate's experimental subject on the fragility of human lives and families alike.
The possibility of a warm embrace still exists in this personal hell on Earth despite the multitude of destructive routes at one's disposal. Not knowing every person inside and out doesn't deny a person of acknowledging that others have their own baggage; their way of dealing with it is what makes the difference. Transactional relationships as equal parts therapy and necessity.",4.5
"""Nobody asked you if you wanted to brought into the world, you just ended up getting here. So the question is, now that you're here, who's asking you to stay?""
Women Film Editors #2: Susan Shipton
I spent a few hours of my Monday at the Jewish Museum on 5th Ave and East 92nd St in Manhattan, where there is currently a Jonas Mekas exhibit running through June. I don't know if the noisy room filled with clips from As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000) and A Letter from Greenpoint (2004) was necessarily the best introduction to his pioneering avant-garde work - although I really should learn more since I've enjoyed my experiences over the years at Mekas's arthouse cinema, Anthology Film Archives, and also because my great-uncle Jerome Raphel, who was a member of the Living Theatre, co-starred in two productions directed by Jonas' brother Adolfas, Hallelujah the Hills (1963) and The Double-Barrelled Detective Story (1965) - but I was particularly intrigued by the glass case filled with photographs and poetry-filled diaries, all hauled in trunks by Jonas and Adolfas when they emigrated from Lithuania to America during World War II.
And so, as I spent time thinking about time itself and memory, I turned to Criterion Channel to revisit Exotica. Like so many films by Atom Egoyan, it filters emotion through loss and voyeurism. Acts of looking, acts of remembering. The thin line between pleasure and grief. Haunted by death; hungry for means to create new life (in a womb, in an incubator); surrounded by illusions of continuing life (the club's flora and fauna, the babysitting job that didn't end when it should have); want and need intertwined. Each person here is sewn to another through the thread of a damaged relationship. So many of them are searching for a connection that no longer exists or hoping to create a new one, pretending to ignore reality so that they won't have to acknowledge agonies that lurk beneath the surface. Desire may seem like something hidden, but it doesn't stay that way for long.
Weaving back and forth from past to present, piecing together the story that brings these characters to their crossed paths, Exotica grows even more powerful with additional viewings. The same is true of Egoyan's The Adjuster as well, which Susan Shipton also edited. She's been the director's secret weapon for over three decades, skillfully assembling narratives that never seem to take an easy route.
...Winner of the FIPRESCI Prize at the Cannes Film Festival, Best Canadian Feature Film at the Toronto International Film Festival and the Adult Video News Award for Best Alternative Adult Film - can't imagine what title could outdo that.
Women Film Editors: A Journey
The St. Elsewhere Connection",5.0
"Atom Egoyan's wonderful Exotica is a wondrous picture of tragedy and its effect upon the human soul, a particular area of emotion that Egoyan has managed to best capture on the screen as proven in The Sweet Hereafter. While it's unfortunate to see that considering how great his films have been in his early days he has taken quite a nosedive in quality ever since the 2000's, a film that is sure to define him at his most accomplished is none other than Exotica. Egoyan, being one of the most fascinating figures in Canadian filmmaking alongside David Cronenberg, has made what arguably could be the greatest film to come out of Canada.
From the first few minutes we get a jazzy note that sets the mood that will haunt all of Exotica, working together with the camera movement in order to form the hypnotizing atmosphere that ultimately forms such an amazing film. It's amazing how much Egoyan is establishing through even the smallest occurrences on the screen, which can fly past the viewer on a single viewing, yet what's still happening contains quite an aura that draws its viewers much closer to the mystery presented at the very core of Exotica. By the time everything ties all together in its conclusion, the wonders that have been left behind by Exotica become all the more clear.
Egoyan creates a puzzle through the focus on what takes place over at the titular Exotica strip club by means of interconnected storylines, all of which feature characters encountering emotional trauma in their lives. Bruce Greenwood plays a depressed man, Francis, who frequents the area after the loss of his daughter. At the club, he always pays to watch Mia Kirshner's Christina dance for him in a schoolgirl's outfit, much to the jealousy of the club's MC, Eric, also troubled with a relationship with the owner of the club, Zoe. All of these stories are introduced at a distance, but Egoyan weaves their troubles more to form a connection through their past experiences and watching the pieces being put together, the core of Exotica is exposed and suddenly a more heartbreaking narrative comes about.
The whole time, Atom Egoyan refuses to spoonfeed his audiences with the mystery that is present in Exotica which makes it as haunting as it is hypnotic. His direction goes ahead and works to create a unique experiment with the narrative structure presenting a unique aura that only grows to capture its viewers more. From the final moments of Exotica, the mystery soon becomes clear and then we are left to ponder about how the journey would weave all these characters to the one spot that links everything together, for we understand what runs within the minds of our leads, especially the troubled Francis.
No matter where you look around while Exotica plays on the screen, so much is given that presents wonder on every aspect. Whether it range from the emotionally packed performances of the cast down to the mystery at its core, the seamless experimentation with storytelling, down to the hypnotic vibe created by the score, seeing it all working together results in a marvel. There may be more which I might have possibly missed out on, because I'm not so sure how to go on about Exotica without the feeling I've understated the beauty it has left behind. From the very impact of that final shot alone, there's no doubt in me saying that this is easily one of the very best films of the 90's, together with Atom Egoyan's crowning achievement as a filmmaker. It's saddening to see how big of a nosedive his career had taken ever since the 2000's have come along, when we reflect upon what he's left in this gem.",5.0
"Grief is something that everyone processes in different ways. This allows for many kinds of stories to exist on this subject - each dealing with this concept differently. Which is honestly really great and important. However, that does make it harder to connect with some stories if you don’t vibe with that particular way that grief is explored. And that was my case with Exotica.
I can certainly see the appeal. But honestly, for me personally, I find that making a story about a father grieving over a lost daughter into an erotic thriller just doesn’t sit right with me. That dance sequence to the song Everybody Knows honestly just made me uncomfortable because the whole “sexy schoolgirl” act in general makes me uncomfortable. Especially in the context of a man grieving a child - it came across as creepy - his entire character came across as creepy and that’s when I lose interest.
Especially because Christina was barely a character outside of this context. She’s young, pretty, and I quote “jail bait” who exists for Francis to use to work through his problems. And frankly, I just didn’t care. My dude, just go to therapy instead of the strip club for fuck’s sake.",2.0
"A man goes to a strip club every night and a young woman dances for him. ""Exotica"" was marketed as an erotic thriller at its time, but that doesn't do it justice. It‘s rather a work that represents a mixture of experimental setup and psychological drama, darkly luminous, enigmatic and deeply sad.
I get it, but I don‘t love it.",3.0
"Exotica. 1994. Directed by Atom Egoyan. 
Atom Egoyan’s Exotica (1994) is the epitome of a great Canadian neo-noir. Egoyan is a highly accomplished Armenian director from the Toronto New Wave who were influenced by David Cronenberg. In addition, Egoyan’s wife Arsinee Khanjian is often cast in his films. She had a memorable cameo in Irma Vep (1996). Exotica is a prime example of Egoyan non-linear screenplays. In our opinion, a non-linear narrative is far more interesting in most cases due to its slow burn reveal of the main thesis question at hand. Egoyan relied on Paul Sarossy’s cinematography which is dialed into perfection to reveal the inner shots of a dynamically large strip club, suburban neighborhoods, and Toronto. Egoyan films give us the satisfaction of putting together and completing a one thousand plus jig saw puzzle. We had seen Chloe (2009) with Julianne Moore, Amanda Seyfried, and Liam Neeson and its adapted screenplay was not as engaging as Exotica. 
Bruce Greenwood (Francis) portrays a tax auditor who is deeply troubled by his past. Don Mckellar (Thomas) is running a pet shop that smuggles exotic eggs for thousands of dollars. McKellar also had an entertaining role in David Cronenberg’s Crimes of the Future (2022) as Wippet. Arsinee Khangian (Zoe) portrays the sexy seven months pregnant in real life Exotica strip club owner. Her current boyfriend Elias Koteas (Eric) functions as the club DJ. Bruce Greenwood frequents Exotica to find some relief from his depression. Each time he visits he only sees one performer named Christina played by Mia Kirshner. As Francis’s life begins to unravel more and more, he relies on Christina and his brother’s daughter Tracey portrayed by Sarah Polley. 
Egoyan’s puzzle pieces are revealed as the film advances. We are shown flashbacks of Francis’s life and Erics life. As the character study is unveiled in the sex drenched world of Exotica, Bruce Greenwood’s major depression and maniacal behavior is explained. Exotica’s purpose in a metropolis is carefully examined and revealed to be a place where the truly troubled go for a type of self medication. Grief is a factor that many struggle with for the remainder of their lives and Francis definitely will. When Egoyan drops the big information bomb after the audience has traveled on the director’s road to revelation, it is quite the gut punch. Even though we were gasping for a bit of air, we were enamored by Egoyan’s storytelling method. A little Leonard Cohen’s “Everybody Knows” takes the sting out of the plot twists as his deep soothing voice sings of death, isolation, loss, and romance. 
Hitchcock, Truffaut, and many other neo-noir, suspense, thriller genres only dream of combining the exotic with a carefully told tale of interracial despair and greif. Exotica won Cannes’s FIPRESCI Prize and eight Genie Awards. Mia Kirshner went on to star in The L Word and replicated her dance from Exotica in an even more revealing scene that we are very fond of. Nevertheless, we love Exotica from start to finish and highly recommend Egoyan’s non-linear story telling mastery of human behavior through a strip club. 
Viewed on Criterion.
Lists:
Top 500+ films by DNA
Film Noir, Neo-Noir List
Psychosexual Suspense List
Cinematic Gems for Cinephiles List",4.0
"1st Atom Egoyan
Exquisitely structured, this. The obvious and vulgar comparison is a striptease, gradually revealing intimacies until you're left with the nakedness of the situation. But it also works as an antidote to a Comedy of Menace, where repetitions are piled up on top of each other to engender understanding instead of inspiring discomfort behind laughter. Bafflement at the strangeness of behaviours and the stilted quality of speech melts away as we understand the dependency wrapped up in their recurrence. That frustration at sameness is productive, offering a way out of pain. People are stuck in an uncomfortable stasis because any other option feels too painful to consider; the arc of Exotica is learning the courage to break crippling routine formed by grief. Some people speak the truth because they want to. Some speak it because they can't say anything else. Exotica is about the latter.",4.5
"In 1995, my parents gave me a subscription to Entertainment Weekly from one of those middle school magazine fundraisers and I became obsessed with reading about films that never played in my town but would eventually find themselves at my local video store. My parents took advantage of this obsession by also putting me in charge of renting weekly movies, even the one's that I couldn't watch due to my age, because I was the most informed through reading what was supposed to be good. Each Thursday, I'd peddle off to the video store and check out one movie for myself and two for my parents, if I was lucky they'd let me watch one that they'd seen and deemed okay for me. This was all a type of transaction and transactions are incredibly important to Exotica, but I'll get to that in a little bit. First, and this is also important to the layers of Exotica, I have a confession.
I remember reading so much praise for Exotica but the cover art allured me in a shameful manner that I didn't want to take home to my parents (not pictured on Letterboxd, but this one). It got good reviews, but what would it say of me to bring home this stripper movie to my parents? After passing it so many times at the video store, with the school girl outfit, the spotlight, the declaration ""powerfully seductive!"" my mind just put it on a shelf of being smut. Watching it now, after years of reading about it, that tie of the shirt isn't even done in the movie. And now, it feels like Harvey Weinstein (whose Miramax released it stateside) had a photo shoot to sell it as being steamier than it actually is. And now, its two youngest stars, Mia Kirshner and Sarah Polley, have both accused Weinstein of undesired advances when they were young.
This movie was youthfully loaded for me going into it and the Kirshner and Polley's additives of undesired advances from Weinstein pretty soon after this movie came out (a movie that Miramax used the surface of ""jailbait"" as a selling point) added an extra wrinkle, but I'm happy to report that there's nothing skeezy about Atom Egoyan's film. I'm currently in the midst of an Egoyan reclamation project, whose experimental 90s Canadian films were sullied by their American box art, when I was a pre-teen, and Exotica is the most rewarding in that regard.
Firstly, the opening pan of exotic plants set to Mychael Danna's evocative score—while letters slowly emerge on the screen seemingly from the subconscious—is a beautiful tone-setter. Having recently watched The Adjuster I know that Egoyan loves puzzles and withholding information so that you start with judgements and then begin to lose them once you know more about the origins of behavioral rituals that we are seeing long after they've already consumed the person. Well, in Exotica, those habitual rituals that have long been set are explored via Francis (Bruce Greenwood), Eric (Elias Koteas) and Zoe (Arsinee Khanijan); the adults. And the new rituals are thrust upon a teenager, Tracey (Polley), a young woman, Christina (Kirshner), and a man, Thomas (Don McKellar), whose exotic pet store job (taking over from his deceased father) has seemingly encased him his childish state; these are the children or those who will remain childish if they allow the desires of those who have power over them (the dead and the living). Of course, Francis, Eric, and Zoe, were all children before and have advanced to various stages of adulthood: the parental shadow, the one in stasis, the one who lost everything; one had a child of his one, one is currently pregnant, and the other has not made that adult connection because his most formative relationship appears to be with someone far younger than him.
Eric, Zoe, and Catherine all work at a fancy ""gentleman's club""; where the gentleman pay for $5 dances and sit paralyzed, viewing a naked woman in front of them, unable to touch or be touched. Eric is the MC and as a big fan of Koteas in Crash it's nice to see him get creepy with a microphone again. Zoe runs Exotica and she and Eric closely observe all the clients and dancers through interrogation glass sheets that view every corner of the building. Their interest in observing isn't for erotic kicks but to see what kind of connections are being made between the dancer and the client. Francis has a peculiar connection with Catherine, who dances in a school girl outfit; Francis' face shows grief on the outside which peeks Eric's interest but what he can't hear is him saying to Catherine on repeat ""who would ever want to hurt you?"" When Francis leaves the club he drives home Tracey, a babysitter who has no baby to sit, whom Francis continues to pay to recreate the fantasy that his child still exists. Eric and Catherine met a few years prior while on a search party for Francis' daughter.
That set-up is a familiar hyperlink scenario of how all the characters are connected through one father's immense grief and carefully constructed escapist fantasy of paying a visiting his ""daughter"" at a strip club, protecting her from the rest of the room with his time and money, and then taking his babysitter home. What makes Exotica more interesting is the side story of Thomas who smuggles exotic animal eggs into his pet shop to sell at immense profit to rare collectors. Thomas' pet shop looks similar to Exotica without striving to convince the clients that they're there for an experience worthy of their status. There's no pretense. There are green ferns to give the deception of a jungle, but you go there to purchase an animal or animal supplies and leave. At Exotica you take your emotional baggage in with you, spend money for a temporary escape, and then leave with more baggage because the transaction isn't as simple as going into a pet shop because it plays with emotions, manipulations, desires, and a whole stew of human feelings.
Thomas' shop was his father's. His own contribution seems to be bringing in the extra-exotic and illegal, but that item isn't shown as being for sale up front, it is for sale beneath the surface, much like what Zoe and Eric like to observe from behind the glass. Thomas exists outside of the fantasy rituals of Exotica. We know nothing of his routines until he learns of a trick in a cab: He can get himself into the company of others by attending the ballet with two tickets and finding a man out front who's attempting to buy one and then Thomas gets to watch for the signs to see whether or not that man is moved by the performance and if that movement might be into his arms.
Thomas' connection to the story is because Francis is auditing him. Similar to The Adjuster, Exotica is most fascinated by the types of transactions we make, what we expect from those transactions, and how they never seem to even out; in Exotica, Francis is able to construct a false reality by paying money for the time of young women. Eric reduces Catherine's earning potential when he is jealous. Thomas feels guilt in taking money for ballet tickets when he only desires company. Using money distances ourselves from our desires but when we purchase interactions that we desire our emotions get thrown off in a way that trains us that the only way we can get what we want is via substitutions and payments for those substitutions.
And unlike The Adjuster, which is so go-for-broke nihilistic, Exotica has a certain warmness on the edges to it that it never feels too harsh to watch. Partially, that is because The Adjuster deals in extreme disconnect, whereas Exotica is attempting to connect characters who watch more than they partake, but connection feels within their reach. The Adjuster is academic filmmaking and Exotica lifts similar storytelling techniques but tells it from the heart rather than the head.",4.5
"[Originally written in spring 1995 as a sort of ""audition"" for New York Press, back before I'd even launched my rinky-dink website. They didn't hire me, but this isn't terrible for a first stab at proper reviewing. Please note that my opinion of the film, while always high, has since skyrocketed—the review below reads as impressed with reservations, whereas now Exotica is one of my five favorite films of all time. Wouldn't emphasize the narrative gamesmanship so strongly today.]
__________________________________________________________
I once took a screenwriting course with an instructor who believed that a scenarist's job is to lead the audience carefully by the hand, as if a motion picture were a minefield. Usually low-key and agreeable, he would begin sputtering and turning red after just a few pages of one of my scripts; invariably, he would eventually turn to me and protest, ""You can't do that—you're gonna confuse the audience."" My invariable reply—""I want to confuse the audience""—only made him angrier. On one occasion, when he was berating me for writing a dream sequence which I'd neglected to helpfully preface with a scene of the character in bed to signify dream, he proclaimed with authority: ""People go to the movies to be entertained and to learn something about themselves. They do not go to the movies to be confused.""
I got a B in that class; I can only imagine what grade he might have given Atom Egoyan, whose latest film, Exotica, is a brilliant exercise in the art of withholding information. Though the film is nominally concerned with the same themes which appear throughout Egoyan's oeuvre—voyeurism, loss, emotional numbness—its primary concern is confounding the viewer. His modus operandi here, similar to that of his previous films but more so, is a refreshing antidote to the sledgehammer technique currently favored by Hollywood studios; where they tell you everything three times, to be certain it sinks into even the thickest multiplex skull, Egoyan parcels out only a third of the details necessary to make sense of the film's early, ostensibly expository scenes. Additional clues are gradually revealed as the film progresses, and only in the final scene do all of the story's elements finally snap into place.
A good thing, too, because the plot Egoyan has constructed for this puzzle is so patently ludicrous that it would probably implode if told simply and straightforwardly. Since the film's chief pleasure, for me, was in attempting to divine the nature of the characters' relationships and determine the meaning of apparently random bits of narrative and just generally figure out what the hell was going on, I am loathe to reveal too much of the story. Exotica will be most effective for a tabula rasa audience. (The blanker the better—those lured by Miramax's misleading ad campaign, with its emphasis on the eponymous strip club and its promise of an ""erotic thriller,"" will likely find themselves neither aroused nor thrilled.) The film's protagonist is Francis, played with alarming sincerity and depth of feeling by Bruce Greenwood. A tax auditor by day (Egoyan's own audit was reportedly the initial inspiration for the movie), Francis is first seen at night, at his usual table in the creepily lush and sterile club Exotica, where a beautiful young woman (Mia Kirshner), dressed as a Catholic schoolgirl, performs a private and curiously asexual dance. She bares her breasts for him and presses her cheek to his, moving against him sinuously; he stares at her with an anguished expression and asks, repeatedly and hoarsely, ""How could anybody want to hurt you?"" Both of them are watched intently by Exotica's aggressively condescending master of ceremonies, Eric (Elias Koteas, who also played the title role in Egoyan's The Adjuster), who has both a bird's-eye view of the proceedings from his perch above the dance floor and a close-up view from behind the club's numerous two-way mirrors. Exotica's other principal, a painfully shy pet-shop owner named Thomas (Don McKellar), is introduced when Canadian customs officials inspect him via another two-way mirror; on the way home from the airport, he receives two free tickets to the ballet in lieu of cab fare when he agrees to share a taxi, and he subsequently spends much of the film returning to the ballet in an attempt to pick up men by offering them a free ""extra ticket."" What's going on here? Well, that's for Egoyan to know, and you to find out.
One brief scene summarizes Exotica's pleasures and frustrations. Immediately following the first scene at the club, we see Francis driving; in the passenger's seat is a blond teenage girl (Sarah Polley, the little girl from Terry Gilliam's The Adventures of Baron Munchausen). It's still dark, and Francis is dressed as he was in Exotica—it is clearly later or earlier that same night. They chat innocuously for a moment, then Francis drops her off at her home. As Egoyan cuts to the next scene, your brain is still attempting to process the little information it's just been given. Who was that girl? What's her relationship to Francis? What happened during the ellipse that bridged the scene in Exotica and this scene in the car? Did this scene take place before the club scene? Was this girl at the club? Is she one of the dancers? At that age? What gives? All of these questions could have been answered with just one or two brief lines of dialogue, but Egoyan intentionally omits them—and if he hadn't, frankly, the scene would be banal. Almost every scene in the picture operates on this level, especially early on, and each new revelation, however small, produces an audible murmur from the audience, as they connect it with what they've seen previously: ""Oh, that's what was going on there."" Depending on your inclination for intellectual puzzles, this will either thrill you (yeah, okay, that's what Miramax meant, right) or irritate the hell out of you; judging from the grumbling I heard as I exited the theater, there were many more of the irritated than the thrilled at the screening I attended.
Exotica certainly isn't devoid of ideas. Like Peter Weir's little-seen and underrated Fearless, it examines the aftermath of tragedy and the ways in which we attempt to cope with inexpressible grief (none of these characters has Koteas' adjuster to take care of them). Also, while the cinema has recently been inundated with self-deluding characters, Francis is a rarity: a man who's gone to enormous lengths to create an intricate fantasy world for himself, but who at the same time has remained fully cognizant of what he's done, and, on some level at least, of how bizarre it must seem to others. Ultimately, though, the film's form is more impressive than its content; it will appeal only to people who enjoy movies that fuck with their heads. It's the best film I've seen so far this year (not that January through March is generally a cornucopia of cinematic riches), but if you don't go to the movies to be confused, perhaps you'd best take my recommendation with a grain of salt.",0.0
"I am an egg
Shell shining brightly white
Hatched in a dark corner
In desperate need of light
My exterior appears strong
Protein, calcium, magnesium
But within me is something soft
Susceptible to separation
Observed inside my glass box
Paid in pearly luminescence
In turn I grow for the watcher
Whose eyes reframe my essence
Much pressure I can withstand
When weight above is rightly stacked
But if the balance of mass is off
My shell is sure to crack",5.0
