Comentario,Nota
"Very few films can hit me as emotionally as Michael Cimino’s, The Deer Hunter. This epic masterpieces exudes emotion, it practically is emotion. The performances are incredible, the cinematography and musical score is full of grit, and the screenplay is incredibly jarring. Everything is at top class here. I was worried, after reading some reviews over the past few years since my last watch that it would be jingoistic and rely purely on nationalism to affect the audience, but to my delight, it is anything but said concerns.
Like The Thin Red Line, this is a “war” movie. I say “war”, because it simply has the setting of a war. But it starts out with an hour long introduction in a small town in Pennsylvania. This is one of the greatest introductions to be placed on film. Cimino creates a great connection with the characters, showing something for anyone to relate to – showing the hunter, football fan, boyfriend/girlfriend, best friends, and the town saloon. Everything shown (here) creates great draw and connection to all of the characters. It’s also brilliant in how it contrasts the rest of the film.
The beginning part builds up to a grand wedding. People coming together to celebrate a relationship, to dance, to eat, to sing. Then all of a sudden, after they go hunting, we’re in Vietnam. There is no way to prepare for Vietnam, so the abrupt change of pace is perfect. But Cimino makes no point to show us Vietnam, but the reactions towards the atmosphere and its inhabitants. It’s a story that shows how war between countries creates a greater war within relationships and ourselves.
The greatest battle shown is the isolation that the war created in the soldiers – especially Michael and Nick (De Niro and Walken). Both actors are in top-form, portraying their respected characters with a great bravura. De Niro plays Michael as a crazy guy to begin with, and even his craziness can’t prepare him for what awaits in Vietnam. But ‘Nan, and the pressure it creates in him, changes him into a calmer man, a man that sees beyond his self now – as if his experiences pushed out all of the insanity in him (breaking point for the good). We see Nick in opposite light, a sane man in his hometown, turned lunatic from the torturous events overseas.
The screenplay and the actors portraying Cimino’s vision is incredibly personal. They create so much heartbreak in the characters, and it translates off the screen as well. This is one of the only films to actually make me tear up. A few hours after, I wasn’t crying, but I was actually pissed off at it for creating such a candid atmosphere. This is in part to Vilmos Zsigmond’s fantastic cinematography. The movements, the angles, and the framing is all flawless. The amount of chaos shown is impeccable, having great scope, yet maintains such a personal look into the lives of people – not just the soldiers.
“It’s about the one shot!” This is the defining quote of the film. It is about the one shot, whether it being figurative, or an actual bullet, our lives are affected by that one shot relieving the pressure placed on us. Using roulette as the film’s motif is very controversial, but it’s one of the single most encapsulating symbols in film. Cimino doesn’t show the grand scale of war, but breaks it down to “one shot”. That one chamber between you, and the barrel, could contain life or death for you. Roulette resembles the war itself. Soldiers risk their lives every day, and that one shot could be sending them home in a rather unwanted way. It’s the most horrifying way to show war. Rather than show war from a perspective with a chance of being killed, we’re shown a one in 6 chance of being killed – making for a more intimate and horrifying experience. It symbolizes the Vietnam War without every really showing the war. All of the soldiers are facing gun point, America is facing the gun of an entire nation, and all it takes is ONE SHOT to kill us.
A lot of war films only show the affects in the area of battle, but The Deer Hunter, like the soldiers, remembers that there are people back home waiting (for them to come back). Meryl Streep is the standout, reacting in a very calm and patient manner. While her friend (who married Steve) reacts as if she was in shell shock – reacting as Steve probably did when he lost his legs. The camaraderie among the characters is impeccable, and we really want to see everyone reunited at the end. They are reunited, but in a very melancholic way.
The first hour is about the happiness of the characters, the second act is about the destruction and turmoil war causes – how we react to pressure, the last act shows the emptiness created from the second act. Rather than a wedding, and a prosperous relationship uniting the friends, they’re united by death. It’s very tragic and incredibly emotional.
I’m convinced Cimino studied puppeteering before directing films. He toyed with my emotions like a rag doll. He creates film that seems heavily American driven to become more than a jingoistic war cry. It’s a personal portrayal of one of the darkest times in history, filled with fantastic performances and incredible technical aspects.
There is no price on friendship, but there is a number on death – one shot.
Overall Grade: A+",5.0
someone hold me,5.0
"“Deer Hunter” is a war movie made by a director who didn’t care about war. 
Not just that he was opposed to it; he didn’t have any relationship to it whatsoever. He was even known to lie about having fought in one. For Michael Cimino, Vietnam was merely an engine for trauma creation. 
Possibly, this is what allowed Cimino to release “Deer Hunter” before the conflict in Vietnam had a chance to be ‘processed’ in other film output. Cimino glommed onto the sizzling live wire of the war; ignored its wider political seismology, and instead used it as grounds to tell the story he wanted to depict; about self-martyrdom as an escape from personal trauma. 
Yesterday, I reviewed Renoir’s “The Grand Illusion;” perhaps the most humanist and therefore noble of war movies. “Deer Hunter,” by contrast, is interested in human trauma without being humanist; and to me seems among the most outright destructive of nearly all the entries in its genre. There are even accusations that the movie’s most famous sequence has ‘inspired’ dozens of military suicides. 
That - to me - makes “Deer Hunter” a reprehensible piece of art, from a self-obsessed creator.
It’s therefore unfortunate that “Deer Hunter” is such a well-made film. 
Cimino - in willfully turning the other cheek to the physicality of war - created an incredible depiction about what he thinks are the traumas war causes on the psyche and on a community. His obsession with trauma over politics - over conflict - over history - make “Deer Hunter” one of the greatest character studies in cinema. 
Aided by a legendary cast of young actors, Cimino allowed entire personal histories to play out in exchanged glances, or a complex web of motivations to be unveiled only through the way someone closes a door. 
“Deer Hunter” is an irresponsible masterpiece, but a masterpiece nonetheless. Cimino earned every bit of praise the film received on its release, but deserved, rather, to be held to account for using his considerable artistic powers to employ a real war solely in service of his own obsessions of self-destruction and martyrdom.",4.5
excuse me but holy fucking hell this movie did an excellent job of fucking me up. adding to my list of films that make me cry,4.5
"So, I'm reading some of the less favorable reviews of The Deer Hunter and I noticed a common complaint, other than the cop-out ""too long"" one, that the film only shows one side of the Vietnam War-that both sides of the Vietnam War were needed to be shown in order for them to deem the film as masterpiece it is known by.
First of all. Shut up. Second of all. Really? That's not a complaint that's just lazy writing and if I'm calling someone's writing lazy then we know there's a problem. If you don't like The Deer Hunter it's because you can't sit still through it and then you throw on the one sided part to feel a little safer about disowning a classic. Not only that but if you can honestly complain about how The Deer Hunter doesn't go into detail on the other side of the war then you have completely missed the point of the film. The film is not worried about how the Vietnamese felt during the war. It's not about them; it's not a traditional war film. It's not focused on a squander or a bunch of generals. It's about a group of friends, three of whom (De Niro, Walken, and Savage) go off into the war and are forever changed by it, both physically and mentally. More importantly, it's told from their perspective. Do you really think that they're worried about how the Vietnamese felt or thought?
To slim it down, The Deer Hunter is about the bonds of friendship wrapped into an anti-war film. These bonds are incredibly strong. The film takes it time at building up these friendships in the beginning. At work, at a wedding (which gives a callback to The Godfather), and going hunting. It works really well because in the good times and bad they really do seem like the best of friends. What really did it for me is when they're all singing ""Can't Take My Eyes Off You"" at the bar. They're a ton of fun to be around. The scene at the bar right before De Niro, Walken, and Savage go off into Vietnam is both haunting and brilliant. One of friends, Axel I believe, starts playing a very melancholy piece on the piano and the whole bunch of them becomes dead silent. They all realize that De Niro, Walken, and Savage might not make it back in one piece from Vietnam and the three of them realize that this isn't going to be the adventure that they're hoping for.
I shouldn't complain about people who complain about how long films are, like in the beginning, but I am. The Deer Hunter is able to build these rich relationships in a three hour period but it's never a drag. Everything before the immediate entry into Vietnam is long but it's a lot of fun and it not only builds on the relationships it builds up to the infamous Russian roulette scene. That there is a great, powerful, angering scene, which can serve as a symbol for the war with its effect on a player and immediate outbursts, but it's not my favorite part of the film. My favorite parts of the film are the scenes where the film takes a breather in the mountains. It's so relaxing and beautiful. You can feel and breathe the freshness of those mountains. There's also nothing better than seeing the great John Cazale wrestling a deer in a small pond.
The entire cast is great, not to mention hilarious. De Niro gives what I want to say is his best performance, but I would probably be lying. His energy to save his two friends in this war is inspiring and he stops at nothing to ensure their safety. Walken is great as well; this could be his best performance for he and De Niro both share the most heartbreaking scene in the film. Seeing how the war has dehumanized him is haunting and we really feel for what his character has gone through, all of them.
I've always been fascinated with Michael Cimino because of his monumental bomb Heaven's Gate, a film who's Criterion Blu-Ray I've owned for over a year but still have not gotten around to it. In my mind it's a very intimidating film to approach and I wanted to watch The Deer Hunter first just to see if Heaven's Gate will turn out to be either a masterful director over his head or, simply, another masterpiece. I had no doubt in my mind that The Deer Hunter would be great. I just didn't realize how great it would be. It's a masterpiece and I loved every second of it. From the wedding to the rendition of ""God Bless America"". It's a haunting, powerful experience and one of the best films about friendship I've seen.
""I like the trees, you know? I like the way that the trees are on mountains, all the different... the way the trees are.""",5.0
"Take a shot every time someone says “Fuckin’ A”
The Deer Hunter is a beautifully directed, terrifically acted and mostly engaging drama. It’s an epic for sure, but I’m not confident in saying that every minute felt earned or necessary. The first hour definitely felt inconsistent and dragged. The wedding sequence seemed to go on for an eternity and definitely could’ve been shortened. I was really nervous for what was to come because of how I felt about the first…",3.0
"In some ways is dreadfully long, but one of my favorite performances from Christopher Walken.
The final moment of eye contact between Mike and Nick just breaks my entire heart 💔",4.0
Was no one gonna tell me that young Christopher Walken was FINE,4.5
"My Dad was almost 40 when I was born, so he was old enough to fight in Vietnam. He joined the army in 1969. I remember thinking of him the first time I watched this, trying to imagine what his life must have been like — not in the military, but in the town during the first act of this film, before they leave. 
My Dad never went to war, he broke a Sergeant’s jaw with a mop wringer and…",4.0
I baked an entire casserole and when I came back we were still at this fucking wedding,4.0
"Three Russian-American steelworkers (Robert de Niro, Christopher Walken and John Savage) from Pennsylvania are deeply affected by fighting in the Vietnam War, in Michael Cimino’s epic war drama co-starring Meryl Streep, George Dzundza and John Cazale (in his final role).
The film is really well made, with excellent cinematography that captures the tone well, and a beautiful, haunting score by Stanley Myers that emphasises the poignance of the story. It was one of the first films to critically address the Vietnam War, and makes some interesting points about the impact of conflict on the people who experience it, but I found it lacking in its execution of these ideas.
Coming Home, released in the same year, did a much better job at showing the disillusionment of returning veterans, and Apocalypse Now was able to use the war as a symbol of wider themes; this tries to incorporate too many elements and as result feels quite flat, lacking focus and nuance.
Though it has a great cast, the characters they portray aren’t very developed, coming across as one dimensional and underexplored. Nearly an hour of the film is taken up by a wedding sequence at the start, and while this is really well made it doesn’t give us enough time to get to know these characters.
The sudden move to Vietnam makes the pacing feel off, these scenes having a disjointed and abrupt feeling that have the opposite problem to the slow, stretched out scenes before, with sudden jumps in the story stopping it from flowing well. This choppiness in editing, along with the lack of depth to the characters, makes it hard to connect to their stories, creating a sense of unintended distance.
I found the whole secret underground Russian Roulette society subplot out of step with the rest of the film, feeling silly and melodramatic despite the high tension, belonging in an action film. This wouldn’t be a problem if the film didn’t take itself so seriously, positioning itself as a worthy statement on war when it never seems interested in exploring this in a meaningful way.
On a technical level The Deer Hunter excels, but storywise it never comes together, too unfocused and stretched out in a way that diminishes its intended impact.",1.5
"The Deer Hunter begins in a small steel mill in Pennsylvania during a traditional wedding party within a community of Russian immigrants, a prelude to the departure of three friends for Vietnam, and finishes, some time after the end of the conflict, in the same town, immersed - this time - in the astonished silence of a funeral. Nestled between these two symbolic ceremonies, the central section of the film is dedicated to the war, with particular attention to the evolution of the bond between the three friends in the face of the horrors they had to witness.
Michael Cimino's film takes place within a microcosm in which the war conflict is actually only an episode, albeit a decisive one, of a larger plan that involves the existence of different people, a sort of trial by fire that destroys or in any case deeply marks all the protagonists. More than a war movie, it is a study of its devastating effects and the loss of innocence of an entire generation. Superb is the interpretation of Robert De Niro in the role of a man whose terrible experiences in Vietnam prevent the return to a normal life, until he understands the meaning of what happened to him and his friends. Cimino paints a portrait that is both intimate and majestic, particular and universal, which on the one hand represents the trauma of war in the mind of a soldier, and on the other hand outlines the inadequacy of a society in the face of the great events of history. The result is a far-reaching work, visually flawless, with a strong emotional impact and rare psychological introspection, full of scenes that have entered by right into the history of cinema. Lastly, it is impossible not to remember the splendid performance of John Cazale, one of the greatest actors of his generation, who died prematurely shortly after the shooting of the film.
Qui la recensione in italiano.",5.0
"The performances: ✅✅✅✅✅
The pacing: 🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🐌🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥 slow ass movie 
definitely a film I think will grow on me the more I mature 💯",3.0
"""How does it feel to be shot?"" -Stan,
This one hit me pretty hard, but I can't truly imagine what it might do to others.
My dad was drafted to go to Vietnam right after he graduated from college... fucking imagine that. He experienced only limited combat and left after his tour but even then that experience was pretty traumatic for him. He went on to become a successful business man and never really talks much about the experience but it really makes me think about how fucked up life for troops at war must be, being taken from a relatively privileged and happy life and put into an environment where threat is a constant and adversaries are armed and motivated to stop you. Politically, I oppose most, if not all, wars, but a film like this does such a good job of addressing the difference between aggregate understandings of war and the experience of individuals that are subjected to its realities.
My dad has watched all of the famous Vietnam movies... or most of them at least. He thinks Apocalypse Now is ""fine, but kind of what nerds think Vietnam was like"" which has always made me laugh. Platoon had some good parts in his opinion and he thinks it's a good film it just wasn't as true to his specific experience. He really loves Full Metal Jacket and said it was haunting to him, saying the parts that covered boot camp was the truest stuff he's ever seen about Vietnam. The Deer Hunter though really impacted him, and he claims, and my mom remembers and verifies this, that he was a complete mess for weeks after watching it and couldn't sleep for the first couple of nights. For that reason, I actually kind of avoided this film but it was recommended to me recently so I finally watched it. It's going to haunt me and I wasn't even there so I can only imagine what it did to him.
The first hour of this movie is absolutely brilliant. The wedding is glorious as director Michael Cimino shows you joy and pain and bonding and conflict all in a one hour first act for the ages. It's a feat of filmmaking because while there is so much to object to and criticize there is an endearing and youthful quality to the men and women that makes you care for them and want them to be okay. There is also an ominous quality as it is made clear early in the film that some of the men will be going off to war. To contrast the joy and energy of the first hour with the volatile and emotional thrills and depravity of the second hour is such powerful film-making it felt like getting hit in the chest by a MAC truck.
I've never served, and I'm not interested in serving to be honest and never have been, but many people that I've talked to that have are pretty clear that a survival instinct and normalcy can kick in when you are in combat and that in many ways the toughest part of serving is coming back to America and trying to live normally. Again, if that is incorrect I apologize and don't mean to speak out of turn but it's based on numerous interactions with veterans and is at least what I have heard. I think this is where the film, despite already being a powerhouse, really hits peak impact. How does one come back and act normal when they have gone through hell? I don't know the answer to that but I like that Cimino and the script don't even check in with home during the second hour, making the audience slightly uncomfortable with going back as well and forcing them to adjust to the original setting.
Anyways, during the third act I got a little overwhelmed and started to cry at the reality of it all, thinking about my dad at a young age going off to a place he knew nothing about when he had barely gone 100 miles away from his home before that. There is this part where Michael goes to visit Steven and their son points a toy gun at Michael and he smiles that is a little detail that just says so much to me about how disconnected many of us are from the realities of violence. I don't know the whole thing was overwhelming and helped me to appreciate what people have gone through but also respect how little I can really understand about what people have gone through and I think that's a powerful thing for a film to accomplish.
I didn't even get into the making of this movie that much but in addition to it being one of the most amazing films about war I've ever seen, story wise, the movie is immaculately made and executed. The film is beautiful, the music is outstanding, the writing is nuanced and impactful, the direction and blocking is impressive, and the performances are really inspiring. In the end I just feel like this a film that everyone should see and my heart goes out to those that have been through these traumatic experiences. I'll never really understand what you have gone through but films like The Deer Hunter make me want to know more. I wish anyone who struggles with what they have gone through the best.
Absolutely essential viewing.",5.0
"Um filme de guerra que no final das contas é um filme sobre o espaço? Ou pelo menos reflete muito bem como esses três espaços sempre presentes (Vietnã, cidade industrial, floresta montanhosa) se contaminam e contaminam aqueles que ali se encontram. Maldições implícitas na própria essência dos planos: os movimentos de câmera que reservam uma iminência latente, a espacialidade reveladora dos planos gerais, a decupagem do ambiente em si. Sem falar na própria pictoriedade mórbida da fumaça que norteia tudo: a fumaça da fábrica que remete às explosões na guerra que remete a neblina etérea da montanha). Paisagens que só reiteram a morte (guerra, mal-estar social, caça) e representam uma espécie de progresso resignativo do proletariado, sendo a reunião final a imagem mais definidora nesse sentido.",5.0
When the “going to Vietnam” plans make it out of the groupchat,4.0
"3 hours speechless, simply exceptional on the bonds of friendship beyond the horrors. The 1st part, with a bunch of buddies partying at a wedding, enjoying their last moment before going off to war, is cut short by an explosion scene with Michael dodging an enemy's bullets and all the hell follows, the transition is really violent. A powerful, well balanced film with three essential parts and a fresco describing not a general reality, but a state of mind focusing on post-war traumas and after viewing it is the kind of masterpiece that marks you for life. thanks to their visual and narrative power.
Robert De Niro plays one of his best roles, imposing in his realism, and when he goes back to get his friends to come home it's so moving, with unfortunately a part of himself that disappeared during the war. The reunion with Christopher Walken, who is totally possessed by his role, is chilling: you want him to come home too, and the face-to-face meeting between him and his friend is one of the most tragic scenes in the history of cinema.
And fuck Hollywood who abandoned Michael Cimino because he would have continued to be one of the best directors of his generation and I find it so unfair this work of art doesn't get more views on Letterboxd. In My best movies of all time
Robert De Niro Ranked
Michael Cimino Ranked
Christopher Walken Ranked
War movies Ranked
Best viewing 2024",5.0
"what was going on with microphones in seventies movies? Anything from the 40s, 50s, 60s- totally fine. Then you get to the 70s and it’s like “sorry I didn’t catch that”",5.0
"”One shot. Just one shot.”
The contrast between the opening and closing moments of a movie has rarely been this sharp and saddening. Michael Cimino’s humanistic and poetic take on the war in Vietnam begins with a group of young and cheerful characters whose happiness, pride and sense of satisfaction seemingly will never be shaken but it ends in despair and woe as war destroys their joys, darkens their shining suns and turns them into ghosts who no longer can recognize their own family and friends.
The Deer Hunter, despite being full of life in its first hour, is in the end a disturbing account of the recklessness of war and its ruining effects on the mind and soul of individuals who upon entering battlefields expect pride, hope and glory but are instead presented with savagery and madness which will change their lives forever. This focus on war’s impact on individuals is highlighted by the film’s general focus on its three main characters, their lives and their interpersonal relationships with each other. Here Cimino keeps the war action to the minimum, there are no action-packed battles in the film, the action scenes are very brief in fact, but this refusal to show the physical aspects of war allows the movie to build on its central idea : the psychological effects of a situation like the one that Michael, Nick and Steve find themselves in is far more challenging, dangerous and distressing than the physical disabilities that it might inflict upon them.
That is why that blood-freezing Russian roulette scene in the middle of the movie plays such an important role, it is the beginning of Nick’s insanity. He has been in the war for some time but in that moment he faces something that he has never seen before, something which is psychologically beyond his – or anyone else’s – comprehension. Steve is already going mad in the scene and while Michael manages to survive that particular occasion but as we see later in the movie he also struggles to adapt to the everyday life in his post war days.
The Deer Hunter benefits from an excellent ensemble cast: Robert De Niro, Christopher Walken, John Savage and Meryl Streep (one of her least famous roles but she gives a truly touching performance) are all exceptional in their roles and give life to their complex characters. Michael Cimino’s ability to narrate his story without hiccups and without falling into the realm of sentimentality is admirable, as is movie’s exceptional cinematography (the work of Vilmos Zsigmond, a true master) and its minimal score. This is a movie about the everlasting and paralyzing effects that the brutality of war can have on those who are involved in it and is as upsetting as those effects themselves. A great classic.",4.0
somehow doesn't feel 3 hours long but at the same time i wanted it to go on forever. just one of those movies you know has to end but you don't want it to.,5.0
"Ou Tema do Traidor e do Herói, por Michael Cimino.

Notas sobre alguns filmes que tiveram um impacto em mim como espectador:
Sessão das Dez no SBT, domingo à noite, entre 1990 e 1991, com a dublagem original: o homem fardado que chega sozinho na cidadezinha ao pé da serra, mãos no bolso, procurando um lugar para comer; a intromissão dessa personagem extraordinária no cotidiano ordinário chefiado pelo xerife acomodado, que nos é apresentado importunando um pedinte (""Vai tomar banho…",5.0
"A group of friends in a small town in Pennsylvania enlist themselves into the Vietnam War, looking for some nice venture but all they find is chaos.
OK, well... This was something. Gotta say I kinda love the very psychological approach the film chooses to study it's many themes. In some way it feels like a coming of age, even though none of the cast have precisely the right age for it. In fact, I couldn't really believe they allowed them to enlist many of them being (and excuse my ageism) very old but I guess that tells you how desperate the government was to get people into the war.
Another nice element I found interesting was how Michael chooses particularly shots to warn us about something. In the wedding scene, while they drink from the cup, there's a red herring done by using a simple thing as a drop in the dress. Also the use of music, it made everything sound like doom or something.
All in all, while it can many times feel like it drags and there are scenes that easily could be removed, thanks to great sequences, moments of legit tension and some nice performances makes of this an almost necessary watch.",4.0
